OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto1DayPercentSlope,SlowSto3DaySlope,SlowSto5DaySlope,SlowSto10DaySlope,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIX5DaySlope,VIX10DaySlope,VIXSlowStochastic,VIXSlowSto1DaySlope,BuySell
-3821425000,-3778357000,-3682810000,-567831042.4,-2750792082,-1909514302,-1638802196,-224110688,40.1237193,-25.33782414,-38.70642641,-19.42566518,-12.87390216,-1.208696948,13.74,1.1,8.702531646,0.34,-0.069515152,24.3405305,13.18945002,-1
-50965000,1539032000,2372773000,45564296.97,57490525.95,1220924652,1886960380,92215020.46,67.36490503,-5.393910373,-7.413411479,-2.663275585,9.885160535,-2.461293373,12.12,-0.01,-0.082440231,-0.827,0.026424242,4.916067736,-0.119904091,-1
-3579055000,-1441744000,81847000,220616563.6,-1015036271,-52428294.76,759834062.6,213794311.6,60.83332185,-6.531583181,-9.695824819,-5.962746775,0.546181912,-0.804855461,12.56,0.44,3.630363036,-0.214,-0.032545455,10.19184774,5.275780009,-1
-41150000,1100756000,464726000,332265793.9,785503287.8,1457372876,1106591086,323643895.8,59.57192951,-6.216234252,-9.448864198,3.029211765,4.593442787,0.787178109,13.79,0.77,5.913978495,-0.011,0.043333333,31.7339184,8.396947481,-1
-3231455000,-1373565000,-168156000,250194666.7,-1108402791,44661762.77,739521996.5,249596736.5,40.07890514,-19.49302437,-32.7218281,-12.85462931,-0.24546034,0.75722872,15.25,1.46,10.58738216,0.448,0.104909091,47.65540323,15.92148483,-1
-3717695000,-3466906000,-2149829000,79327127.27,-2473634129,-1944262500,-896932894.8,58884151.7,0,-40.07890514,-100,-29.78596476,-13.27362706,-2.40492714,19.139999,3.889999,25.50819016,1.4849998,0.429454491,90.0763348,42.42093156,-1
-4470355000,-4128336000,-3824263000,-180343187.9,-4470355000,-3381899478,-2726229942,-231660170.4,0,0,100,-20.03945257,-19.1148257,-5.47706,28.030001,8.890002,46.44724381,3.5370001,1.148484861,98.00001131,7.923676519,-1
-5815465000,-5167844000,-4707335000,-416492254.5,-4050108068,-4108629841,-3503567879,-467286828.5,9.85664395,9.85664395,100,4.928321975,-13.95094763,-5.555862912,40.740002,12.710001,45.34427594,6.6680005,2.306000121,70.40792572,-27.5920856,-1
4477735000,4788755000,2856496000,-109479230.3,3274982670,3908146407,2230012153,-169470495.2,45.8447607,0.455197598,1.002868428,9.09671842,11.71400809,-2.00225035,26.049999,-0.050001,-0.191574713,-3.9300006,2.073575727,35.7698624,-0.117899078,-1
16990000,1907019000,2971271000,324553751.5,191455533.9,1688191499,2639231047,181767546.5,39.56586323,-6.278897467,-13.69599791,-2.911849935,9.687373192,0.973195462,28.43,2.380001,9.136280581,-1.9450001,1.480666624,41.38174861,5.611886215,-1
-276555000,1169093000,624364000,96868987.88,-217445007.7,788146118.2,617827475.3,179054254.7,49.82807546,-1.520677462,-2.961469121,2.83054747,4.735021878,2.580832138,21.139999,-0.210001,-0.983611241,-0.7020004,-0.632060642,24.19240452,-0.495168581,-1
-5102515000,-2390684000,-722209000,-53585327.27,-3915548200,-1813182991,-610876246.3,77414427.85,36.81593106,-13.0121444,-26.11408183,-7.26641093,1.349823045,2.280635762,22.280001,1.140002,5.39263034,-0.534,-0.635393879,26.88045445,2.688049925,-1
-1375945000,-2682828000,-1681503000,-188264484.8,-2351877253,-2860848925,-1810838544,-80090716.33,40.43197391,3.616042844,9.821951367,-4.698050775,-2.200283509,1.364859633,20.139999,-2.140002,-9.605035476,-0.3870003,-0.569090994,21.83447013,-5.045984319,-1
-269455000,-1641110000,-2423977000,-275382581.8,-406504063.8,-1613884236,-2199196356,-191091822.8,30.63139025,-9.800583651,-24.23968633,-3.092270405,-5.08308269,0.880258729,22.440001,2.300002,11.42007008,0.1180002,-0.477818236,27.25772395,5.423253822,-1
85545000,-819129000,-1626366000,-216186048.5,1633011938,507255141.6,-469840736.9,-98979496.34,68.66010974,-11.62614155,-14.48086237,10.91449344,-3.394331859,-2.684113981,15.84,1.03,6.954760297,0.124,0.058484885,38.62770013,13.08767471,-1
-4108695000,-1605126000,-1644685000,-227059684.8,-163810074.4,986202988.5,451301440.9,-30124974.55,57.94044374,-10.719666,-15.61265492,-11.17290378,-0.49500961,-3.159774414,17.6,1.76,11.11111111,0.1109999,0.152787915,60.99110546,22.36340534,-1
154030000,1862025000,2753707000,533901121.2,-310706397.6,519707348.1,1443370193,153184563.8,39.46600945,-25.30438289,-39.06782402,-0.61679085,11.37963575,-3.459444612,18.940001,1.08,6.047032136,-1.5769995,0.499818285,43.82584895,7.708779993,-1
87285000,-441182000,-741011000,-177851151.5,-85572637.76,733249784.3,615884351.9,120950621.2,57.77635534,-11.28720392,-16.34321202,3.22675688,1.435974577,2.839553068,17.290001,1.210001,7.524881841,0.3780002,-0.327333424,25.91440669,8.452866881,-1
-2511380000,-980971000,-977197000,-128716563.6,-2252357225,-1014919923,-159255880,159514731.5,43.87112419,-13.90523115,-24.06733874,-12.59621754,-1.573768453,3.917635653,18.209999,0.919998,5.32098292,0.5319999,-0.257212261,31.14491042,5.230503734,-1
-3480105000,-3063825000,-1859404000,-82641006.06,-1396326182,-1676105148,-1043230973,157323410.6,20.05409444,-23.81702975,-54.28862421,-18.86113045,-8.772992935,2.262973127,20.700001,2.490002,13.67381734,0.9710001,0.016484794,51.08087679,19.93596637,-1
-315020000,-1109814000,-1577876000,-343953848.5,82544311.3,133866081.3,-395747676.6,-155789984.6,8.952214979,-14.63615662,-62.04818573,-5.550939731,-11.79310333,-4.241801936,20.59,1.25,6.463288521,0.7729999,0.558848503,49.67637942,10.11326943,-1
-4706625000,-2145655000,-2065306000,-489005587.9,-2752957610,-1330309983,-825144038.5,-333368626.6,2.574956692,-6.377258286,-71.23665262,-10.50670745,-9.369421446,-6.771739561,24.99,4.4,21.36959689,1.3450001,0.882787885,85.27508781,35.59870838,-1
-4870765000,-4731116000,-3015639000,-501263945.5,-4008488486,-3227622609,-2120969192,-428389148,1.921353461,-0.653603231,-25.38307666,-3.515430759,-5.727889687,-7.548977124,27.01,2.02,8.083233293,1.8269998,1.146545448,99.44576405,14.17067625,-1
587520000,2310172000,1241860000,166093527.3,3653467311,3227470577,1986058228,120387549.8,45.13938692,-0.305446582,-0.672126089,8.68690161,4.895743827,3.345388245,19.98,-0.220001,-1.089113807,-0.795,-0.769999915,31.34920635,-1.247171202,-1
-4392860000,-1418698000,398476000,101621145.5,-652204089,1438885009,1893081287,99269399.91,32.62504159,-12.51434533,-27.72378223,-6.409895955,3.422336815,2.445608523,21.98,2,10.01001001,-0.4700002,-0.683272733,42.68707483,11.33786848,-1
354880000,-1530150000,-501612000,-37793963.64,410373896.1,477656444.3,1495095665,105245848.6,37.22656908,4.601527488,14.10428083,-3.95640892,0.610217885,1.955276657,21.65,-0.33,-1.501364877,0.0239999,-0.462545497,40.81632653,-1.870748299,-1
5183135000,2288219000,387086000,-135948315.2,2260501020,815620831.1,725393551.6,48353353.2,38.31095344,1.084384366,2.912931255,2.842955925,-2.218057797,1.488706521,21.84,0.19,0.877598152,0.4949998,-0.219454558,41.89342404,1.077097506,-1
131690000,2150231000,1231255000,-59830866.67,-1269162486,477506830.7,108584767.9,31750779.33,25.16433504,-13.1466184,-34.31556048,-6.03111702,-3.426419191,0.941641455,23.379999,1.539999,7.051277473,0.6659998,-0.123575848,50.6235771,8.730153061,-1
-5283200000,-2104918000,-13688000,-96520096.97,-1237107078,-878800454.4,155525079.7,-3597305.911,15.28202137,-9.882313672,-39.27110991,-11.51446604,-4.674827447,-0.737588855,26,2.620001,11.20616387,0.9769999,0.223272624,65.47619048,14.85261338,-1
4040855000,3809260000,2260799000,376036369.7,559480095.4,1485377641,1580243716,332024816.6,95.34036506,-3.134171784,-3.182723052,-2.251298335,-0.209131996,1.386493935,13.28,0.04,0.302114804,-0.126,-0.35830303,8.904109589,6.275191756,-1
4795000,1590414000,2252831000,270629369.7,-1642891574,-503998477.7,467759410.1,257535184.9,89.08163909,-6.258725969,-6.564612969,-4.696448875,-1.911507055,0.687543405,13.95,0.67,5.045180723,0.059,-0.261636364,17.4488589,8.54474931,-1
-104865000,1414249000,771274000,-175362545.5,-557978489.4,-75529131.95,522954474.7,-127987430.8,75.14811155,-13.63881264,-15.36128519,-5.624503805,-2.582093326,-2.151606961,15.22,1.45,10.53013798,0.369,0.137030303,38.36389281,20.45133992,-1
-166140000,-1126989000,-1955729000,-405591751.5,980036315.8,1176303711,379282551.5,-58189729.36,66.37523588,-12.73611337,-16.09897125,-0.680511755,-4.086013891,-2.845681889,15.6,0.92,6.267029973,0.312,0.252242424,43.7235543,12.97602257,-1
-110890000,1430072000,2211520000,200534709.1,-188627601.4,106537559.4,855319030.3,65667356.99,47.58681501,-26.01960677,-35.34964225,-1.466432855,2.359334693,-2.494244416,14.69,1.06,7.776962583,-0.353,-0.136909085,47.7124183,23.09368192,-1
135870000,1498147000,2159377000,163227551.5,2059374711,858945148.1,701424126.9,-27012481.93,94.64278508,-3.846297996,-3.905303893,1.120606335,2.029306388,1.97941853,14.64,0.56,3.977272727,0.277,0.091515152,41.55339806,10.87378641,-1
-3402665000,-1302013000,85466000,105962981.8,265718996.1,1023848625,568737611.8,-124631203.7,74.13358292,-20.50920216,-21.6701169,-12.17775008,-4.045744948,0.246887629,17.030001,2.390001,16.32514344,0.7350002,0.2374546,87.96118447,46.40778641,-1
-3453520000,-3410709000,-2007593000,-18447818.18,-2254778162,-928515498.9,-25017581.23,-199657247.5,56.16020348,-17.97337944,-24.24458489,-19.2412908,-9.6838238,-1.749150957,20.969999,3.939998,23.13562988,1.6789999,0.533999988,99.529953,11.56876853,-1
-2149755000,-1910507000,-833980000,453205806.1,-1633580544,-1465838170,-1071068517,-2466148.34,12.1513083,-80.20923708,-86.84361569,-25.38034097,-7.106905678,0.036241285,25.76,8.51,49.33333333,1.3549998,0.132121285,96.44970414,51.9069269,-1
-6514335000,-3678964000,-3009729000,294233830.3,-4788186886,-2540040241,-2126058759,-75582306.16,6.875134123,-5.27617418,-43.4206264,-42.74270563,-17.01250756,-2.560068912,23.85,-1.91,-7.414596273,1.533,0.389575764,79.50000568,-16.94969846,-1
64115000,1310570000,619323000,129748957.6,2711358904,2089460101,2003181785,395341850.5,83.45197892,-1.148727152,-1.357822181,4.45851015,4.111575249,-0.660976087,11.94,-0.08,-0.665557404,-0.442,-0.189636364,23.52941176,-2.046035806,-1
-3523630000,-1411825000,-88875000,204771278.8,1057187070,1855282542,1726042128,432985354.7,72.93961683,-10.5123621,-12.59689972,-5.83054462,2.872094223,-0.67546931,12.51,0.57,4.773869347,-0.198,-0.181878788,38.10741688,14.57800512,-1
-351670000,465474000,1317118000,65521345.45,-701047819.8,207555479.2,379737047,25169612.72,59.94604562,13.5945931,29.32937882,2.09115419,2.787202246,-0.61560047,13.38,-0.1,-0.741839763,-0.001,0.020666667,22.33115468,-1.089324619,-1
-45765000,-1373495000,-691808000,44360206.06,1524682514,1328958538,1154099356,143475247.6,50.04789327,13.90313835,38.46516148,6.845765875,2.789534275,2.667935924,13.02,-0.32,-2.3988006,-0.559,-0.362484891,15.46275395,-3.611738149,-1
-197010000,-817129000,-1445161000,-52850042.42,-1185942087,121425385.7,458695111.2,185432142.8,38.87885747,-11.16903581,-22.31669523,1.36705127,1.067874651,2.630007962,13.46,0.44,3.379416283,-0.263,-0.423575812,20.42889391,4.966139955,-1
-3763270000,-1625900000,-1563016000,-146721339.4,-1184934728,-866330383.7,-101289303,149570975.8,33.77978357,-5.099073897,-13.11528741,-8.13405485,-0.241905336,2.349801535,14.24,0.78,5.794947994,0.11,-0.382424309,29.23250564,8.803611738,-1
-3990015000,-3896931000,-2427464000,-271324606.1,-1747195030,-1841499669,-1410241793,70990168.46,25.04447223,-8.735311342,-25.85958351,-6.91719262,-3.84686751,1.221412022,15.36,1.12,7.865168539,0.526,-0.207939406,41.87358916,12.64108352,-1
-4112170000,-4020345000,-3948179000,-449531793.9,-2635868699,-1848738411,-1877760377,-27317777.29,15.98074869,-9.063723537,-36.19051523,-8.89951744,-8.19686744,-0.393896985,16.190001,0.830001,5.403652344,0.8240002,-0.010060497,51.24154628,9.367957111,-1
-3970955000,-4045973000,-4006822000,-576005624.2,-2329371078,-2705896213,-2157800183,-145233145.9,15.62530169,-0.355447001,-2.224219953,-4.70958527,-6.430614643,-2.489981575,17.059999,0.869998,5.373674776,0.9149999,0.24042423,61.06093679,9.819390519,-1
-4227280000,-4134461000,-4129971000,-653982163.6,-2041476033,-1964007488,-2336812108,-284110744,15.92593639,0.300634701,1.924024937,-0.02740615,-4.512686489,-3.310185517,18.559999,1.5,8.792497585,1.0339997,0.500424176,77.99095937,16.93002257,-1
261930000,-671366000,-7230000,-61640830.3,-325585939.7,105710939.6,622073463.6,-140408674.1,87.01011341,-9.568623263,-9.907587936,-3.370136615,-2.673666121,-0.772373923,11.81,-0.73,-5.821371611,0.113,0.093090909,55.58912387,-22.05438066,-1
-133030000,841604000,26182000,-98855218.18,3659745.716,387643970.2,437431919.8,-212393602.3,87.82807508,0.817961674,0.940076552,-4.375330795,-2.848835739,-1.238020718,10.96,-0.85,-7.197290432,-0.337,0.031272727,29.90936556,-25.67975831,-1
161280000,-694102000,142678000,-150059533.3,2029308525,637517377.8,682220983.4,-230997813.9,82.50533327,-5.322741815,-6.060410421,-2.25239007,-3.124076833,-1.665403374,11.24,0.28,2.554744526,-0.494,-0.023575758,38.36858006,8.459214502,-1
270590000,-398751000,173911000,255085890.9,684288567,1007830142,1295915080,144570769.8,86.38503581,-2.695282077,-3.025676312,5.532764805,2.038734173,0.278490776,11.21,-0.42,-3.611349957,-0.062,0.042787879,41.05960265,-9.091454753,-1
-4271850000,-1727624000,-1507780000,171062145.5,-2585934014,-985635202.7,-213299562.8,90857764.06,84.21090142,-2.174134391,-2.516795149,-2.434708235,1.770630528,0.913969504,11.28,0.07,0.624442462,-0.123,-0.016848485,43.37748344,2.317880795,-1
-4116485000,-3997393000,-2392728000,65128387.88,-2548142985,-2201424659,-1262728570,4110101.334,79.51600955,-4.694891865,-5.575159256,-3.43451313,0.352359024,0.982358296,11.34,0.06,0.531914894,-0.227,-0.058424242,45.36423841,1.986754967,-1
-3660260000,-4055061000,-3996141000,-198455533.3,-2257464890,-2743129071,-2446988159,-145482921.3,57.41948725,-22.09652231,-27.78877164,-13.39570709,-7.019068754,-0.432700811,12.47,1.13,9.964726631,0.181,-0.025575758,82.78145695,37.41721854,-1
26405000,-628486000,-1379251000,-338762048.5,1057914621,1273115842,1670501442,64942916.1,93.89356229,-3.991547783,-4.077788522,4.892257995,0.76161434,0.154796612,10.65,0.23,2.207293666,0.07,0.008121212,16.22023568,3.422618538,-1
-3791895000,-1575136000,-1477883000,-453529800,-2046885704,-559581131.3,123051600.3,-138816237.6,41.64274506,-52.25081723,-55.64898802,-28.12118251,-8.382251416,-2.98223564,15.59,4.94,46.38497653,1.023,0.313272727,89.7321295,73.51189382,-1
-75905000,1866343000,1210914000,42356460.61,-69158085.58,1850846037,2405688789,369609253.8,83.39265787,-16.25115355,-16.30924522,-1.323540665,-0.433118314,-0.354049798,10.86,0.49,4.725168756,-0.009,0.016,21.5007246,7.070708091,-1
-206430000,1139862000,452144000,115040242.4,519070336.8,793619363.5,632915734.4,100743527.7,81.27255617,-14.73188156,-15.34500061,-4.762015955,-0.976798744,-0.211566764,10.96,1.03,10.37260826,0.085,0.063090909,33.5443038,16.29746835,-1
-3326350000,-1450740000,-138442000,128242436.4,625756058.8,1056362640,1060297890,108275788.3,80.21596318,-1.056592986,-1.300061221,-7.894237275,-1.876248171,-0.24715408,11.11,0.15,1.368613139,0.227,0.072848485,35.91772152,2.373417722,-1
-3464565000,-3412937000,-2133668000,70792618.18,-200831151,-364814281.8,252446886.1,31050050.49,38.17065473,-42.04530845,-52.41513881,-21.55095072,-12.10403412,-2.792818923,16.040001,4.930001,44.37444644,1.3200002,0.367212176,98.22648022,62.3087587,-1
-94485000,-635256000,-51849000,-72176612.12,-1914150271,-1371684039,-626978485.4,-198908824,28.54292781,-44.73408799,-61.04791182,-20.3123339,-2.389345701,-4.879155917,15.55,3.81,32.45315162,-0.051,0.429575752,79.50236025,45.14217475,-1
-65300000,1455688000,665934000,96069763.64,317483394.8,469515801.1,329045896.3,-65116700.97,92.76600674,-7.233993261,-7.233993261,-0.844724715,-0.567855837,0.279119687,13.84,2.76,24.90974729,0.509,0.068363636,86.97183099,48.5915493,-1
-3782240000,-1593758000,-70280000,4790751.515,-2547261027,-776213937.1,-310293222.3,-115297438,79.6710619,-13.09494484,-14.11610276,-10.16446905,-2.988020639,-1.242482242,14.79,0.95,6.86416185,0.89,0.23230303,90.33742331,3.365592327,-1
135315000,-1390025000,-728442000,-69512448.48,-1523421535,-1985157768,-991827461.5,-213607890.6,80.22729531,0.556233415,0.698162422,-6.269355715,-4.87852598,-1.893837135,13.54,-1.25,-8.451656525,0.763,0.306787879,71.16564417,-19.17177914,-1
161415000,-674218000,-1421267000,-253801363.6,-778196627.5,-1228854052,-1634867369,-378058729.4,79.48971747,-0.73757784,-0.919360222,-0.090672215,-5.355927648,-2.517624664,13.47,-0.07,-0.516986706,0.448,0.378363636,70.09202454,-1.073619632,-1
-160215000,1203093000,1975390000,-338497297,-287783471.9,1074165720,665110095.5,-335089796.9,62.19941752,-10.38275346,-14.30482627,-0.44388536,4.748661162,2.279795122,18.59,2.79,17.65822785,-0.5779999,-0.591757491,23.36877775,6.74238779,-1
-3987870000,-1739835000,-304423000,-422776587.9,-3957289597,-1800030266,-387981873.6,-359071930,53.24829305,-8.951124477,-14.39101013,-9.666938965,0.491510534,0.999493398,19.85,1.26,6.777837547,0.4360002,-0.184242358,26.41372708,3.044949324,-1
-4367315000,-4166979000,-2608586000,-488679254.5,-3202470028,-3459953512,-2187559319,-358875784.2,42.61858604,-10.62970701,-19.96253101,-9.79041574,-6.027108235,-0.342508814,22.469999,2.619999,13.19898741,1.6009998,0.047575806,32.74528595,6.331558877,-1
89540000,1353830000,657268000,218400697,765371113.2,1599076209,1945937428,433354634.7,73.58749764,-1.043578742,-1.398316616,6.474517345,4.984706252,2.277171899,15.78,1.14,7.786885246,-0.8280002,-0.589515085,13.48370961,0.971442376,-1
-3243335000,-1255273000,35858000,306225727.3,-2061016751,-410715828.1,537116549.9,418453921.4,68.38144443,-5.206053218,-7.074643635,-3.12481598,3.558998364,3.082396631,16.35,0.57,3.6121673,-0.3580001,-0.668181764,14.13758255,0.653872942,-1
-3346505000,-3293574000,-1951453000,157173921.2,-2311568534,-2165816025,-1030682318,249382211.8,63.72800483,-4.653439594,-6.805120355,-4.929746405,-0.00705482,2.962122094,17.23,0.88,5.382262997,0.3089998,-0.587696927,16.36317694,2.225594391,-1
-3445845000,-3397138000,-3344973000,-201534933.3,-1965992462,-2099644330,-2073117392,-88731113.92,63.09601562,-0.631989208,-0.991697778,-2.642714405,-3.292961433,1.971701474,16.59,-0.64,-3.714451538,0.535,-0.335697006,14.74456284,-1.618614103,-1
936005000,-805838000,-1653369000,-458003842.4,-2562400988,-2397531353,-2342786301,-433816864.2,64.47173718,1.375721553,2.180362008,0.371866175,-2.351694974,1.074243952,15.8,-0.79,-4.761904762,0.028,-0.247515212,12.74658606,-1.997976783,-1
1035105000,108198000,-777095000,-524565157.6,-2121099580,-2104644663,-2147317014,-630483412.5,52.98074189,-11.49099529,-17.82330645,-5.057636865,-3.005767273,-0.084646263,19.02,3.22,20.37974684,0.391,0.004909006,20.89023826,8.143652204,-1
-20550000,1269159000,573203000,-355458303,-402353071.2,-1371087437,-1610121540,-655885099.2,54.16247418,1.181732295,2.230494049,-5.1546315,-2.924633504,-1.009788431,18.200001,-0.819999,-4.311246057,0.4370002,0.184424255,18.54859474,-2.341643526,-1
-77240000,-710880000,379036000,-167628181.8,-1503623417,-1125628818,-1530359813,-580380324.4,52.68972258,-1.472751604,-2.719136499,-0.145509655,-3.112184909,-2.001295567,17.860001,-0.34,-1.868131765,0.4940003,0.307333376,17.28710141,-1.261493326,-1
-3577655000,-1509835000,-1454730000,-113774836.4,-3183445800,-2228749238,-1735044232,-473333424.1,32.62976735,-20.05995523,-38.07185585,-10.76635342,-6.397495896,-3.795497729,23.34,5.479999,30.68308339,1.3920001,0.646606133,31.25956225,13.97246084,-1
17020000,1318861000,1919397000,6646212.121,-347160866.8,34750858.52,218296242.3,-2282763.655,56.1587733,-6.251519222,-10.01680808,-2.67231315,4.210380286,4.088835576,15.96,0.36,2.307692308,-0.3859999,-0.795030291,20.52672506,2.788536235,-1
-189110000,1196334000,1858798000,248894351.5,-879339160.1,-985775339,-213719803.5,34480708.39,91.95321323,-6.328976203,-6.439596268,-1.924623625,-0.705497967,0.922074411,12.94,0.6,4.862236629,0.178,-0.196181818,22.73236282,6.718924972,-1
-126170000,566678000,1238378000,55081333.33,-1753816242,-912122351.8,-972152073.8,-144206728.1,95.43815714,3.484943911,3.789909878,-1.42201615,-1.203394978,-0.272354809,12.12,-0.82,-6.336939722,0.047,-0.053212121,13.54983203,-9.182530795,-1
-950950000,-1351650000,-481258000,-179973539.4,1818743057,72711696.74,24998310.58,-232755091,94.00047358,-1.437683566,-1.506403318,1.023630175,-0.644800609,-0.541124263,11.98,-0.14,-1.155115512,-0.096,-0.009090909,11.98208287,-1.56774916,-1
-4357970000,-2099594000,-1983846000,-398068436.4,3318611827,2321160100,989666845.6,-228977038.1,90.99823005,-3.002243527,-3.193860002,-2.219963545,-1.252065843,-0.718156159,12.31,0.33,2.754590985,-0.102,0.022969697,15.6774916,3.695408735,-1
-3474310000,-4041938000,-2641698000,-563016666.7,2834182322,3125484589,2524892517,-125469197.6,85.32897921,-5.669250839,-6.230067152,-4.335747185,-1.768839514,-1.17526043,13.35,1.04,8.448415922,0.101,0.09430303,27.32362822,11.64613662,-1
-166935000,-1452453000,-2504824000,-560491793.9,791197824.5,1607747060,2210760325,16388745.69,87.73181564,2.402836428,2.815967623,-1.633207205,-2.408417738,-1.193421889,12.79,-0.56,-4.194756554,0.271,0.072909091,23.88817994,-3.435448282,-1
13770000,-757419000,-1417603000,-522220521.2,-1565537499,-213601906.4,665697493.9,52514782.47,78.81128172,-8.920533921,-10.16795772,-3.258848745,-3.364479813,-1.891128717,14.64,1.85,14.46442533,0.58,0.171151515,47.39516552,23.50698558,-1
1075245000,1313421000,366078000,-395786987.9,-2619708679,-2135934606,-1044511842,19706678.72,81.41218433,2.600902615,3.300165355,-3.159815655,-2.568978893,-1.940882452,13.77,-0.87,-5.942622951,0.421,0.194848485,36.34052905,-11.05463646,-1
95285000,1235810000,1822831000,312540993.9,-536569972.1,149277739,859894582.4,213624921,96.65773277,-0.437470983,-0.450558798,-0.77524517,2.200515448,2.02094508,10.85,-0.08,-0.731930467,-0.339,-0.277515152,3.630362637,-0.880087912,-1
-3009625000,-1154164000,22669000,382669545.5,-1079867044,-961589063.9,-362684225.9,213573208.7,94.25463291,-2.403099856,-2.486195141,-1.42028542,-0.319768557,2.751801616,11.27,0.42,3.870967742,-0.116,-0.335757576,11.65254114,8.022178502,-1
-5160000,1081047000,1652895000,-2869084.848,575996267,374111865,702599685.7,37450080.86,89.4559135,-9.199698442,-9.325063482,-3.607595845,-1.996644168,0.170972374,13.53,1.28,10.44897959,0.317,0.023272727,50.22420774,19.13303152,-1
39040000,580764000,1109594000,-32009478.79,52046777.79,553024081.8,426091875.5,71714718.18,89.72072871,0.264815207,0.296028733,-4.467441615,-2.615952797,-0.305459446,12.86,-0.67,-4.95195861,0.243,0.051272727,40.20926155,-10.01494619,-1
-98400000,-611668000,-33616000,-82546036.36,1323665576,628410446.1,770274092.7,125014519.1,86.42693219,-3.293796513,-3.671165583,-1.514490655,-2.942322923,-0.661890462,13.16,0.3,2.33281493,0.193,0.082969697,44.69356582,4.484304262,-1
98415000,728118000,21975000,-122793557.6,-1546875767,-1344217053,-1038533339,-132110146.2,88.87450464,1.502730221,1.719926408,0.33229393,2.345758582,-0.565251225,11.61,-0.44,-3.651452282,-0.167,-0.009090909,21.52466046,-6.576979585,-1
50925000,-630138000,32515000,101038454.5,-1015486200,-1140578908,-1140905385,-70105404.1,71.60827399,-17.26623065,-19.42765332,-7.881750215,-1.720837843,-0.590812971,14.22,2.61,22.48062016,0.381,0.084363636,54.16665726,32.6419968,-1
-3412920000,-1317825000,-1315617000,241284466.7,-344730903.5,-806774054,-959739908,2043230.526,60.02031846,-11.58795553,-16.18242542,-14.42709309,-7.214269706,-1.263072546,14.82,0.6,4.219409283,0.781,0.173212121,59.42491063,5.258253372,-1
-3329650000,-3379746000,-1994074000,233186078.8,732992168.9,361492912.5,-181943793.2,100119226.7,59.19663934,-0.823679123,-1.37233381,-6.205817325,-8.520445634,-2.064861006,15.69,0.87,5.870445344,1.049,0.306121212,63.04945921,3.624548575,-1
-3425410000,-3386972000,-3401262000,31752042.42,333460670.2,218138682.6,142090340.5,180212146.7,56.24197505,-2.954664286,-4.991270314,-1.889171705,-7.767669382,-2.889519871,15.95,0.26,1.657106437,1.015,0.425575758,66.62088827,3.571429062,-1
-4010875000,-3757671000,-3621292000,-247187236.4,-2930107908,-1269639590,-812154161.7,147443217.6,0.525361118,-55.71661394,-99.06589143,-29.33563911,-14.59441691,-6.877643597,22.959999,7.009999,43.94983699,1.8609998,0.915939339,100,33.37911173,-1
53315000,-615219000,167326000,73605406.06,2383397395,859951309.2,880627721.4,60150824.21,42.83853862,-0.308142926,-0.714175262,12.67793986,8.874557898,-4.081143363,17.4,-0.220001,-1.248586762,-1.8849998,0.571939394,35.51296505,-1.240140924,-1
-3469075000,-1385114000,-1351327000,230451212.1,88769337.88,1111321696,519716205.1,104513539,25.29081762,-17.54772101,-40.96246412,-8.927931965,2.678829872,-2.574872512,20.059999,2.659999,15.28735057,-0.6399999,0.356545424,50.50732244,14.99435738,-1
-3591465000,-3513036000,-2109075000,272863684.8,-1910171601,-756370749.6,207044184.8,123770368.3,24.85678965,-0.434027962,-1.7161484,-8.990874485,-0.310760245,-1.303382569,19.889999,-0.17,-0.847457669,-0.0380002,0.101090861,49.54903608,-0.958286359,-1
-3436815000,-3503670000,-3480649000,204850236.4,-1981472092,-1907388184,-1139115422,107310546.8,19.69179353,-5.164996121,-20.77901529,-2.799512045,-6.4891525,0.057692964,19.639999,-0.25,-1.256913085,0.6529995,-0.1714546,48.13979143,-1.409244645,-1
-3824790000,-1483498000,-16368000,256927697,607778860.2,1538967738,2022110989,285612170.8,52.60397718,-7.653341352,-12.70109845,-4.87297261,4.054304784,4.847625236,17.360001,0.640002,3.827763387,-0.8389997,-0.81612123,35.28749154,3.607677565,-1
-3845010000,-3798062000,-2246110000,-129764945.5,-1300882941,-514924232.9,480102716.6,123527505,36.3636299,-16.24034728,-30.87285059,-11.94684432,-2.707409591,2.693078987,20.450001,3.09,17.79953815,0.2080002,-0.459333242,52.70575536,17.41826381,-1
101140000,1711944000,811242000,-351235690.9,-404753820.9,966561668.2,623646488.4,-345734620.7,25.92469177,-13.5406847,-34.31028894,-5.86791791,-0.807758406,-3.132921361,20.1,1.960001,10.80485727,-0.2950001,0.2527878,50.05714286,11.20000571,-1
-156890000,1722046000,1041270000,315600169.7,-1543114282,513289744.4,796721605.4,441216990.4,35.68471857,-28.45413034,-44.36333178,-9.04319498,0.294831901,5.374920654,20.74,4.299999,26.15571009,0.215,-0.389636261,37.74019985,29.11823227,-1
