OBV3DaySlope,OBV4DaySlope,OBV5DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,AD5DaySlope,AD10DaySlope,SlowStochastic,SlowSto1DaySlope,SlowStoSlope,VIXClose,VIX1DaySlope,VIX1DayPercentSlope,VIXSlowStochastic,VIXSlowSto1DaySlope,BuySell
-98680000,985287000,517137000,267513006.1,741259302.6,746931945.6,664848637.2,138661767.6,90.45302084,-3.488291182,-1.580685495,10.44,0.12,1.162790698,30.52325581,3.488372093,-1
-134560000,-566785000,-41689000,83178103.03,1619501664,1549717834,1482224943,150015065.4,94.87266438,-3.624552507,-0.085398228,10.2,-0.04,-0.390625,15.97444089,-1.277955272,-1
-2278875000,-926665000,-950780000,74708672.73,685930914.7,1132876994,1248562664,171817996.2,90.98968185,-3.882982528,-1.435212747,10.18,-0.02,-0.196078431,15.33546326,-0.638977636,-1
-2265360000,-2336387000,-1415743000,27508684.85,-301099962.1,206908759.3,664546863.9,150584850.7,81.97915016,-9.010531689,-3.454948656,10.58,0.4,3.929273084,28.11501597,12.77955272,-1
-2701060000,-2463862000,-2445046000,-95403921.21,-815026852,-525246291.4,-111858367.4,64452136.37,78.81952032,-3.159629844,-5.224890735,11.15,0.57,5.387523629,46.32587859,18.21086262,-1
2643525000,2752875000,1595900000,409438193.9,484112966.8,478050562.4,-88188428.84,86411063.37,37.24887479,4.292250083,3.795649371,13.99,-0.1,-0.709723208,40.05602241,-0.933706816,-1
2686840000,935015000,1034601000,12079206.06,1376235167,1017145039,1254735584,217841586,75.3356344,1.42434213,5.552831528,13.16,0.21,1.621621622,29.95670996,1.818181818,-1
40810000,1085658000,451502000,-7599478.788,698755888.2,705566189.6,689729096.8,132507255.4,66.22607595,-9.109558456,-1.014463618,13.48,0.32,2.431610942,32.72727273,2.770562771,-1
2832975000,2993146000,3022593000,334833418.2,1140479644,374788211.7,742734282.9,110491348.9,98.70604344,2.662997969,2.216766533,13.29,0.51,3.990610329,58.28025478,16.24203822,-1
-100260000,1091843000,1779001000,419129563.6,610451245.3,682699566,324831970.6,208596895.6,90.98911791,-7.716925523,-0.998959832,13.63,0.34,2.558314522,69.10828025,10.82802548,-1
462895000,1462429000,1985436000,241167000,-88145513.11,340328911.6,971946583.5,127264767,85.76773394,-2.783572402,11.78078863,13.42,-0.52,-3.730272597,26.74650699,-10.37924152,-1
196675000,891790000,1415181000,389952806.1,293791625.3,337825496.2,481484776.2,181238776.5,89.25760038,3.489866436,5.488083346,12.85,-0.57,-4.247391952,15.36926148,-11.37724551,-1
-206655000,-580706000,141831000,350587030.3,-750356590.4,-605893458.1,-276642516.3,176716839.2,56.59247397,-32.6651264,-3.575793995,14.67,1.82,14.16342412,51.69660679,36.32734531,-1
-2855625000,-1143450000,125595000,29176060.61,-1378044847,-517030713.1,445970016.2,-5125626.341,90.89510355,-0.209181627,5.057234476,15.63,0.04,0.256574727,51.44927536,0.579710145,-1
-3308180000,-3096855000,-1874995000,-258962975.8,243535885,-337941318.7,-110633072.2,-103078165.3,86.43337414,-4.461729418,-3.188147905,16,0.37,2.367242482,54.50381679,3.054541432,-1
-178885000,-1370395000,-1875440000,-423212090.9,1966182191,885652433.1,283962114.6,-111958921.7,96.06794593,9.634571794,-0.52028735,15.23,-0.77,-4.8125,42.7480916,-11.75572519,-1
-247165000,-905920000,-1457915000,-453375806.1,-242067417.1,688174400.6,393823825.4,-76690327.41,69.60393597,-26.46400995,-3.782785604,16.950001,1.720001,11.29350624,69.00764885,26.25955725,-1
-195020000,1905761000,2958205000,603053466.7,-1467057062,-162335027.7,1144516385,374602302.9,19.99840417,-34.54985674,6.277874746,26.48,5.029999,23.44987769,97.06703911,33.20813602,-1
67610000,-630611000,17691000,306755757.6,209239726.3,331027760.2,892353443.5,426448301.5,51.91043609,-6.788965322,2.948738416,22.719999,2,9.652510118,35.26061761,8.760402979,-1
-112500000,1028643000,534551000,-69303939.39,-114879109.7,354143818.4,244814049.4,-137743878.4,54.87859507,-9.244468733,2.635729862,24.58,1.799999,7.901663393,43.10876266,7.926019375,-1
-56360000,-352807000,242271000,28387751.52,2062579571,1497413897,1389559309,9473245.839,98.48574481,-1.457753612,0.610067131,16.67,0.549999,3.411904255,2.709014479,2.56888837,-1
-3478010000,-1511670000,-1224198000,-68308296.97,-310975431.8,802740982,845910062.1,-20452901.01,86.84709228,-11.63865252,-1.842683005,18.879999,2.209999,13.25734253,18.20545632,15.49644184,-1
-561285000,-1641325000,-942660000,-92110921.21,79145931.66,233513974,794495114.6,-31471506.54,90.18212012,3.335027834,-2.297828458,17.73,-1.149999,-6.091096721,11.89617795,-6.309278375,-1
-144200000,-654969000,-1233000,174016751.5,-523246130.9,-709721526.6,-539862958.6,42126965.19,50.54820095,-29.92696334,-3.309954325,23.209999,4.679998,25.25632891,55.96545526,36.73467818,-1
-237000000,-900083000,4515000,62919563.64,-263920942.1,406410947.8,1025394715,-246022828.9,3.644431065,-43.00061896,-9.375418698,26.49,5.100001,23.84292304,94.63636364,46.36364545,-1
-584210000,-1012663000,-182107000,-286157521.2,-947212593.3,-853083613.7,12491598.21,-125919522.4,48.78632989,-26.12159288,1.582234536,23.59,2.85,13.7415622,45.2954088,20.78774465,-1
-177635000,474695000,1411940000,182513418.2,-351721422.5,256709120.1,1152439251,363034589.9,50.23266687,-12.19746866,3.579879685,20.26,1.6,8.57449089,21.00657031,11.67031279,-1
577495000,2302661000,1238610000,724093430.3,690369806.2,1933531023,1011776430,134758294.8,43.69278242,-5.75895548,3.023422615,25.99,1.97,8.201498751,39.96889269,10.21254589,-1
95680000,1626919000,2322315000,-3351563.636,981801425.3,1742891955,2198676400,119338503.3,54.51615448,0.458403347,6.281788688,22.690001,0.790001,3.607310502,6.591349241,4.959202451,-1
-3921640000,-1514636000,42962000,596375.7576,-818295400.6,112438051.6,909619529.6,147222764.9,52.2784498,-2.237704677,3.855911391,23.530001,0.84,3.702071234,11.86441859,5.273069349,-1
4322060000,4886702000,2950580000,408764321.2,1679806997,2880659313,1472987914,302229546.4,69.05205867,2.236754966,6.901606257,25.719999,-0.010001,-0.038869024,29.22636313,-0.071640406,-1
44725000,1791047000,3011146000,451232266.7,96093558.17,693344067.8,1822733255,249767184.8,60.52215247,-8.529906205,7.832269179,26.08,0.360001,1.3996929,31.80516703,2.57880391,-1
72640000,1529292000,2298784000,244843430.3,-1072752619,-1050177188,-638003986.2,16753958.69,82.64317187,-5.328867803,-0.057095012,22.360001,-0.059999,-0.267613738,7.99167533,-0.416949299,-1
3763280000,3793171000,3836389000,241500024.2,911647074.7,1941703541,1293019022,163868973.7,89.31963245,-10.26450128,2.012128177,17.01,0.540001,3.278694795,10.78875793,8.713295669,-1
-85175000,1470069000,2254400000,373582048.5,-1700639953,-132514996.1,902243338.4,206216266.4,78.93747113,-10.38216131,-3.000675777,17.58,0.57,3.350970018,16.07305936,5.284301428,-1
178010000,2103580000,1004102000,35345836.36,-675312562.3,1098990952,340618761.7,-65773300.41,59.77204831,-3.351628618,3.633616452,21.17,1.049999,5.218682643,13.54260211,9.417032235,-1
283080000,1605159000,2266057000,269844084.8,303000503.8,1143194607,1322535683,148046356.5,73.09906337,-15.83717936,5.425426224,20.65,1.22,6.278950077,16.51603122,10.02465078,-1
-4035840000,-1594032000,-86942000,156159660.6,-3181434954,-1077404872,-57140344.09,83424318.77,68.44109502,-4.657968356,1.18088938,21.99,1.34,6.489104116,27.52671323,11.010682,-1
-449310000,-2980118000,-4254056000,-462947606.1,2205403615,2787372417,1003219325,-120133759.7,34.15292388,-1.152742728,9.501226387,55.130001,0.139999,0.254589916,62.59005167,0.240135494,-1
52325000,-763160000,505245000,468408897,87202342.18,407640984.9,664357998.5,168481042.7,26.56118455,-12.45649843,0.947888405,54.560001,6.830001,14.30966059,45.97559401,10.14507359,-1
-1655575000,1018719000,2740374000,935872375.8,-1614240031,1043155140,1810403927,686283930.4,22.65509622,-20.87997784,0.91001813,68.510002,13.230003,23.93271208,53.57774412,29.21820515,-1
51200000,-863019000,318659000,-256979660.6,2031556840,1489280477,2012507537,-170812407.8,61.31561002,-3.287181631,3.568986775,49.84,-2.529999,-4.831008303,12.34540663,-5.587453745,-1
-5791190000,-2262518000,-2100758000,-430958909.1,-2279651724,157987432.5,420992992.7,-177654283.7,54.13336876,-7.182241254,1.76179503,47.34,-2.5,-5.016051364,6.824205098,-5.521201535,-1
-682820000,1247017000,2109141000,466413545.5,1489416162,1626086523,2019853392,568202955.9,88.38477176,-1.869729324,11.45155316,39.080002,-0.109997,-0.2806762,4.932737447,-0.246630034,-1
-10645000,666703000,1503420000,492336345.5,-480969248.2,684852830.1,1044154182,543768008.6,91.82193114,3.437159378,9.753926652,38.560001,-0.520001,-1.33060638,3.766815975,-1.165921472,-1
343840000,-878607000,-137721000,338248672.7,-1831056252,-1274612283,-232849885.6,332470476,81.65953751,-10.16239363,4.048655442,43.389999,4.829998,12.5259281,14.59640742,10.82959144,-1
143305000,1233275000,121832000,207714212.1,844041445,27610599.44,-220982371.6,97195390.42,83.17802919,1.518491677,-2.087817804,42.560001,-0.829998,-1.912878588,12.73542544,-1.860981979,-1
137525000,-829812000,221207000,88789454.55,442688090.5,-185398340.1,-386538975.4,-113842585.1,73.62322556,-9.554803631,-3.816699436,42.82,0.259999,0.610899892,13.31838281,0.582957373,-1
-4720775000,-1806650000,-1803483000,-177253509.1,-3237246354,-896374133.1,-868744345.6,-287658448.5,63.71839375,-9.904831809,-6.424338673,45.84,3.02,7.052779075,20.08968296,6.771300145,-1
421205000,-1634732000,-720663000,-318566048.5,-443817600.3,-1694100656,-647901074.8,-390649518.1,64.47270442,0.75431067,-5.383330163,43.27,-2.57,-5.606457243,14.32735138,-5.76233158,-1
79790000,-812895000,-1772153000,-443986272.7,-847548020,-1111830049,-1722681270,-450526341.4,50.09120793,-14.38149649,-7.532416366,49.139999,5.869999,13.56597874,27.48878352,13.16143215,-1
-597900000,2143927000,3588313000,9546430.303,-2107654479,480593068.1,1820493864,180332161.4,16.38121603,-30.61988225,0.996060637,46.669998,3.029999,6.94316927,45.30308444,14.51984988,-1
-421855000,742181000,2123372000,376829181.8,-1463066064,-1039010799,330273006.1,224945542.3,21.09638447,4.715168446,-4.705122225,44.529999,-2.139999,-4.585384812,37.35350586,-7.949578578,-1
6201460000,2282471000,2157053000,646546606.1,4465226429,1283101117,650415567,238836722.7,22.13544726,1.039062791,-7.378716005,41.25,-3.279999,-7.365818715,21.33788574,-16.01562012,-1
589905000,2779527000,1307512000,666804303,1128557387,2088374820,759241815,187120267.7,16.15194621,-5.983501052,-5.594407289,42.93,1.68,4.072727273,29.54101074,8.203125,-1
-5602235000,-1948068000,357671000,399508357.6,-4995091288,-1503447825,13765533.81,28148014.73,0,-16.15194621,-3.770687032,48.66,5.73,13.34730957,57.51952637,27.97851562,-1
-5824265000,-5674336000,-3214191000,-111772224.2,-2910145265,-3561577931,-1711653409,-208560729,4.889236832,4.889236832,-5.454974254,48.459999,-0.200001,-0.411017263,56.54295898,-0.976567383,-1
-5743825000,-5792712000,-5703277000,-701094509.1,-2295568688,-3140934266,-3498293043,-481420062.3,1.144930828,-3.744306004,-5.324374225,47.080002,-1.379997,-2.847703319,49.80469238,-6.738266602,-1
-6978765000,-6484166000,-6269977000,-1125277945,-1136640991,-1123592438,-2077828240,-567878181.6,8.333328059,7.188397231,-1.449230548,49.299999,2.219997,4.715371507,60.64452148,10.8398291,-1
-7359945000,-6961108000,-6637261000,-1326116388,-1875828070,-2288558410,-1895886902,-558514532.4,0.476485056,-7.856843003,0.439706134,52.619999,3.32,6.734280055,76.85545898,16.2109375,-1
362595000,-2896550000,-4118457000,-1196513576,-13252037.53,97960136.53,-835122825.5,-409835831,15.27199866,14.7955136,2.009707789,45.490002,-7.129997,-13.54997555,42.04102051,-34.81443848,-1
-124575000,-1304086000,-2921289000,-917735842.4,2624170088,340443443.8,296686399.4,-194170380.3,11.18226679,-4.089731873,2.701334252,44.669998,-0.820004,-1.802602691,38.03709473,-4.003925781,-1
-7541805000,-3103100000,-2896599000,-656369848.5,-3944440738,-615723039.2,-1058243093,-133287838.3,5.1915937,-5.990673088,0.442231301,44.66,-0.009998,-0.022381913,37.98827637,-0.048818359,-1
-8263225000,-7963024000,-4863481000,-439194793.9,-7662811848,-5563014607,-2804344852,-129473874.9,0.272300731,-4.919292969,-1.048877361,46.349998,1.689998,3.784142409,46.24021973,8.251943359,-1
-8397385000,-8211070000,-8028321000,-366186060.6,-7798587807,-7613051998,-6229773788,-263370522.7,0.458732404,0.186431674,-4.053649857,52.650002,6.300004,13.59224223,76.47353264,30.23331292,-1
-7725760000,-8100229000,-8075071000,-245888448.5,-5853002566,-6735306896,-6966043327,-402410405.4,1.602078788,1.143346384,-2.389323729,50.93,-1.720002,-3.266860275,67.88211449,-8.591418152,-1
45195000,-3091693000,-4886028000,-87552115.15,-1759839165,-3682151340,-4993971302,-464306908.7,8.747609994,7.145531205,0.844181065,47.560001,-3.369999,-6.616923228,49.1437494,-18.7383651,-1
83185000,-1457696000,-3047991000,25366406.06,-2156421494,-2531374428,-3555737457,-527077930.8,1.974356838,-6.773253156,1.16929898,50.169998,2.609997,5.487798455,62.68810261,13.54435322,-1
-478410000,1367456000,86566000,98245284.85,1107378407,2472935981,2591609209,413923553.2,99.47847145,11.33717314,-1.028039489,32.049999,-1.39,-4.156698689,5.231131387,-4.50168606,-1
1006340000,-1315898000,193842000,159031224.2,884047084.2,-292606298.4,1084426986,347654077.1,88.38770852,-11.09076293,-1.920593819,32.869999,0.82,2.55850242,10.21896594,4.98783455,-1
-6511175000,-2072781000,-2594566000,15890593.94,-1994979255,467283457.2,-178230922.2,212219817.6,86.73797408,-1.64973444,-2.554778572,31.799999,-1.07,-3.255248045,3.710450122,-6.508515815,-1
60710000,830469000,-78359000,-712663600,-809294419.9,-250379214.7,159883188.5,-304087378.4,91.23650059,1.27973261,0.106179004,28.110001,-0.349998,-1.229789221,11.22449627,-2.551005645,-1
5014480000,1944946000,1830040000,-619607818.2,1347377991,674208049,552317362.8,-347755506.9,92.25659902,1.020098437,0.32685094,28.15,0.039999,0.142294552,11.51603415,0.29153788,-1
-84880000,2052136000,993228000,-478119866.7,715435066.9,347378732.4,231931857.1,-340218664.3,74.87633826,-17.38026077,-3.311486371,30.809999,2.659999,9.449374778,30.90378055,19.3877464,-1
-4824540000,-2006076000,59000000,-195105236.4,-3874235460,-1291145160,-867655974.1,-286861710.1,63.35484292,-11.52149534,-6.956401245,32.68,1.870001,6.069461411,46.74828208,15.84450153,-1
-207905000,-1526565000,-502736000,452466993.9,1264154892,1688421437,2327231474,433089741.9,52.24481368,-10.23415093,2.956697153,26.35,1,3.944773176,13.92670157,13.31757454,-1
-5800000,-999811000,-156299000,-166512236.4,-3038915814,-2380443811,-1038724585,185062541.5,22.61610296,-34.81697718,-6.321653371,27.950001,1.730002,6.59802466,32.24157295,17.7072858,-1
154955000,2267490000,1081867000,-517003733.3,2585089517,2506614144,1171759701,-227528406,90.64435455,-5.811106677,0.831322746,24.27,-0.439999,-1.78065163,12.63681718,-4.378099938,-1
50000,2102636000,3256374000,366056181.8,1260038150,1483466045,435638826.6,-169313256.5,93.80551324,-2.175000758,0.16926125,24.76,0.08,0.324149109,17.51243955,0.79601998,-1
-5395170000,-2079916000,15130000,147212551.5,-505990474.6,788094340.3,1094360873,-143423228.6,88.92155158,-4.883961656,-1.105636122,26.01,1.25,5.048465267,29.95025174,12.43781218,-1
-142665000,-945523000,204604000,-455054000,-1520382365,-44217797.59,385176771,-358489619.7,81.48643518,-15.58293335,-1.680517458,23.49,0.41,1.776429809,17.61516499,9.152541575,-1
-611475000,-1346317000,-2325144000,-831367418.2,149961982.5,-264859524.9,-864802386.4,-642095430.3,80.7752496,-2.331753909,1.058072735,25.190001,0.310002,1.245988796,40.65041201,4.200569675,-1
-388845000,-1239805000,-88080000,-385939230.3,967593537.4,796099927.1,1676537220,55349595.87,91.5804262,-6.330841385,-1.665510696,20.9,-0.59,-2.745463006,0,-6.697459584,-1
-5506610000,-2457887000,-2335513000,-653915036.4,-3215763896,-1117116606,-536542298.2,-120118980.9,81.75339753,-9.827028671,-3.642248567,22.219999,1.319999,6.315784689,22.38647307,22.38647307,-1
212475000,-1038161000,-2160042000,-662216903,604411557.8,-814171605.5,-1166839527,-393074718.7,80.10786524,-12.16752564,-3.491184001,22.27,1.579999,7.636534189,22.91446674,16.68425554,-1
-16950000,688517000,1525979000,-228730787.9,1260270890,1031417842,1315320646,-133118660.9,99.67025764,21.23917246,2.489277319,17.58,-0.33,-1.842546064,7.938247843,-3.638368648,-1
-42865000,-980855000,-189242000,-441936078.8,2147572329,1128059563,1019561307,-203506160.3,81.39721293,-18.27304471,-2.230751882,18.68,1.1,6.257110353,20.06614334,12.12789549,-1
-5842425000,-2569062000,-2352323000,-685921175.8,-3159575427,-549584421.6,-330207348.8,-329313867.8,49.07811294,-32.31909999,-9.302772373,22.27,3.59,19.21841542,59.64718408,39.58104075,-1
-6541470000,-6055479000,-3802219000,-845375593.9,-5732285968,-4128904103,-2065800541,-455850056,12.02222259,-37.05589035,-18.34098699,27.309999,5.039999,22.63133812,93.72196356,34.07477948,-1
-160850000,2246830000,1134138000,-450818321.2,473207412.5,2338706724,2436439180,78611684.36,92.49685635,-7.503143648,0.178816069,17.469999,0.849998,5.114307755,50.11182324,20.60013099,-1
-6551150000,-2897648000,-380262000,-499439387.9,-5393580158,-2076294612,17205603.74,-65620476.96,65.03579201,-27.46106434,-6.044104174,22.809999,5.34,30.5666875,95.10662546,44.99480222,-1
-556115000,-2773451000,-1597016000,-532380945.5,-1800242108,-3034790332,-1609529910,-241117566.1,72.42577093,7.389978915,-8.108894547,21.08,-1.729999,-7.584388759,73.40024173,-21.70638373,-1
6200860000,2118385000,-251339000,-383791060.6,3459803682,434330759.5,-1133559012,-334713000.6,86.24840244,13.82263151,-4.757428055,18.440001,-2.639999,-12.52371442,40.27604263,-33.12419911,-1
5575000,2511979000,1019956000,-262109260.6,-864573602,734622760,-373965547.7,-401688544.8,61.00106213,-25.2473403,-4.177897802,22.049999,3.609998,19.5769946,85.57086756,45.29482493,-1
-555105000,879934000,2259417000,-125528709.1,-1308159290,-135295006.6,687743036.3,-415163215.9,79.34036062,18.33929849,1.718442841,20.190001,-1.859998,-8.435365462,62.2333799,-23.33748766,-1
-828335000,-1817674000,-440125000,-143205266.7,-454605250.8,-1702739737,-789303399.2,-492483095.8,42.82880922,-36.5115514,-6.610196523,23.84,3.649999,18.07825071,82.23494917,20.00156927,-1
-6695330000,-3195255000,-3065841000,-343600042.4,-2517824137,-956534519.9,-1621314421,-533725927.7,33.2631919,-9.56561732,-12.4142674,24.91,1.07,4.488255034,80.66666667,-1.568282499,-1
-8706875000,-7882135000,-5153150000,-504452503,745412245.9,-883240592.9,-387242029.4,-369062519.1,40.49086485,7.227672947,-8.709756329,32.799999,7.889999,31.67402248,68.95604274,-11.71062393,-1
177410000,-1123773000,219485000,-345440563.6,181126284.4,50507838.59,1119794621,234941260.6,59.50905529,-9.239726041,6.82163036,26.68,1.16,4.545454545,42.53342923,4.309063573,-1
-5498520000,-2218538000,-2287344000,-108807072.7,-3252940797,-1014261835,-702878092.5,147322939.3,45.38017691,-14.12887838,-3.016034477,31.24,4.56,17.09145427,59.47250673,16.93907749,-1
-123960000,-1320004000,-2269340000,537691993.9,-504714831.4,-636442614.1,-1364326520,20991860.5,35.71846401,-10.47976817,-7.937145774,33.549999,2.709999,8.787285992,68.05348306,10.06686032,-1
-6468320000,-2721200000,-2652816000,584614703,-1638489796,-334215935.3,-478867422.5,-114626774.7,31.98494046,-3.733523555,-6.470994256,35.32,1.770001,5.275711037,74.62852343,6.575040373,-1
20500000,1835164000,830544000,249957915.2,-1257509726,230283506.3,770478071.5,314589623.6,42.4501361,-0.410981332,0.334521652,24.879999,0.929998,3.883081257,22.93456048,0.833690643,-1
60735000,-1455016000,-655593000,-64176703.03,2881190729,2937217518,2908722963,171426864.5,97.14100665,5.11138933,0.753007021,22.139999,0.399999,1.839921803,4.808865302,4.682755615,-1
0,-759431000,-1496543000,60772709.09,1728678952,2247116195,2495825566,329269954.1,91.54760604,-5.593400605,-0.862689611,22.370001,0.230002,1.038852802,6.226880011,1.418014709,-1
-4245610000,-1751494000,-1673950000,46071909.09,-1677809040,-142144019.6,827088466.2,294618261.2,65.29254773,-26.25505831,-6.088773914,25.389999,3.019998,13.50021397,24.84585543,18.61897542,-1
-283140000,1393005000,2078123000,329188551.5,-795373101.3,-165965593.3,311423773.4,-330220969,54.69451762,-15.6596183,0.828243791,26.440001,1.850001,7.523387556,31.31935689,11.40567747,-1
-4026055000,-1727409000,-128556000,352771975.8,-550002687.7,-340741907.3,-72680633.27,-267910549.6,51.36479276,-3.329724866,-2.728822561,25.49,-0.950001,-3.593044493,25.46238437,-5.856972512,-1
-3486260000,-3755075000,-2312971000,295471454.5,-927257798.8,-1132838783,-799052897.6,-171889662.4,47.70557246,-3.659220297,-6.154837365,25.66,0.17,0.666928207,26.51047309,1.048088715,-1
850115000,2782456000,3545529000,233277690.9,3025815878,3855301811,4140176973,385606733.1,96.59407944,-2.312118393,-0.213406255,18.290001,0.030001,0.164299014,5.891253776,0.453187311,-1
-4392635000,-1338066000,679555000,223891084.8,12248767.35,1331518556,2449274952,317315406.4,87.35680389,-9.237275555,-2.779555146,19.08,0.789999,4.31929446,18.68460389,12.79335011,-1
-143370000,-1751995000,-595829000,72368218.18,1051933187,1124929897,1633549380,226588039.7,92.00190842,4.645104534,-2.719341059,18.469999,-0.610001,-3.197070231,9.566502242,-9.118101644,-1
315090000,-809228000,-1659692000,-144437593.9,3548497554,1853064446,1634685166,149365450.1,87.01704116,-4.984867262,-2.837048437,18.639999,0.17,0.920411528,12.10760837,2.541106129,-1
-4072370000,-1468144000,-1623278000,-421926812.1,490135793.3,1910974986,1326527103,91919417.46,73.27642422,-13.74061694,-4.697507317,20.610001,1.970002,10.56868082,41.55457399,29.44696562,-1
2682735000,1358015000,1072038000,60945418.18,1889491994,785724270.3,535804157.7,-44254629.45,84.0961809,27.35222941,-0.174547827,18.6,-2.100001,-10.14493188,44.73684746,-25.11963219,-1
58365000,776566000,528809000,62530715.15,1728174111,1416744894,838482111.7,9330634.519,72.17442832,-11.92175258,1.324471506,19.059999,0.459999,2.473112903,50.2392285,5.502381041,-1
-4094235000,-1576774000,-552927000,12213848.48,-1111245037,432742568.7,656933604.9,39235100.4,58.5541754,-13.62025292,2.417411304,20.66,1.600001,8.394549234,69.37799873,19.13877023,-1
283345000,-1493588000,-682163000,-1490460.606,370071784.2,-62791061.13,617049350.7,46712632.26,70.11415091,11.55997551,0.119839337,19.82,-0.84,-4.065827686,59.33015064,-10.04784809,-1
410950000,-489707000,-1416645000,-99936460.61,2097967415,950881915.3,468703308.1,10195190.06,66.96889556,-3.145255351,-3.631484807,20.219999,0.399999,2.018158426,64.11482824,4.784677606,-1
-4216270000,-1541288000,-1490980000,-243449418.2,-1390775518,115069776.4,11311989.48,-74851963.62,32.75648395,-34.21241161,-7.042116858,21.879999,1.66,8.209693779,83.97128995,19.85646171,-1
-154985000,-1135857000,-1846764000,-350914515.2,1653023653,-118582374.2,-139941743.1,-109135116.7,34.51452697,-10.83645232,-9.281716415,21.129999,1.049999,5.229078685,74.99999701,12.55979815,-1
109070000,-667868000,155066000,-184191315.2,427030866.4,-133716813.9,-230177224.3,-169407097.3,88.88660551,-2.136425174,0.512523814,17.110001,0.210001,1.242609467,11.76837411,1.307602658,-1
-3794205000,-1409961000,-1421576000,-285668254.5,-385509313.1,-83730024.52,-287308181.1,-111566164.4,83.2667657,-5.619839811,-0.896643468,17.870001,0.76,4.441846614,16.50062786,4.732253753,-1
-3530890000,-3678495000,-2127569000,-370161497,-1465980669,-848047307.7,-492681783.8,-81086820.54,79.36223294,-3.904532753,-2.495275595,16.59,-1.280001,-7.162847948,6.670901736,-9.829726128,-1
-3877230000,-3749078000,-3774752000,-540863490.9,-1349724679,-1365877623,-987289730.7,-93843828.04,68.52247482,-10.83975812,-5.452548428,17.09,0.5,3.013863773,9.847521611,3.176619874,-1
-212315000,-1598629000,-2272728000,-571996151.5,-813183027.4,-1081400338,-1181610415,-102647921.1,68.78557761,0.26310279,-5.494634666,16.92,-0.17,-0.994733762,8.767470853,-1.080050757,-1
227575000,1543537000,2149916000,446012903,340718536,872445917.2,1195431786,18274615.95,26.15985331,-40.39259354,1.010828347,18.299999,2.849999,18.44659547,69.96524827,49.47914072,-1
-4001630000,-1416215000,9023000,272107454.5,-1668160951,6495136.506,472387857.1,17448281.27,24.0379399,-2.121913408,-5.541634717,18.09,-0.209999,-1.147535582,66.31943293,-3.645815339,-1
-3633600000,-3828704000,-2162736000,97931345.45,-886582561.2,-1668542313,-551977800.3,41733964.24,7.195680865,-16.84225904,-12.40641642,17.950001,-0.139999,-0.773902709,63.88889516,-2.430537772,-1
-3736745000,-1380624000,79563000,121590648.5,-1352372791,-33824909.31,704762583.3,70945946.43,62.41237962,-24.70282553,-2.966847281,18.389999,2.439999,15.29779937,34.31268625,25.60334732,-1
-7030000,1799294000,1047216000,425858733.3,1272131600,2048610026,1527448660,542679739.4,80.64229304,-7.712593616,4.12358378,19.35,1.83,10.44520548,44.386149,19.20251836,-1
-3771970000,-1560022000,161858000,319799381.8,-1021364469,179857092.1,1061600878,555951140.4,75.06347879,-5.57881425,0.592414692,20.23,0.88,4.547803618,53.6201469,9.233997901,-1
-3743045000,-3707599000,-2254424000,48071151.52,-2516008360,-1743274723,-701823597.6,351123007.1,47.57651948,-27.48695931,-9.236877918,22.98,2.75,13.59367276,82.47639035,28.85624344,-1
-4215420000,-4079271000,-3943565000,-274078145.5,-3608295489,-3047327940,-2355065655,-11522156.4,43.28836834,-4.288151145,-12.31988102,23.74,0.76,3.307223673,90.45120672,7.974816369,-1
-5006495000,-4542789000,-4342900000,-483368297,-2332420161,-2748365564,-2661030506,-317720475.5,34.7627997,-8.525568643,-12.35340971,25.25,1.51,6.360572873,93.62291186,3.171705149,-1
-5014290000,-5000233000,-4693183000,-657492018.2,-918326446.1,-1833543726,-2277132806,-507204959.9,29.33643433,-5.426365364,-10.42678087,23.66,-1.59,-6.297029703,78.92790398,-14.69500788,-1
-5086840000,-5067200000,-5040192000,-789355363.6,-3226006736,-2236173569,-2407036048,-580163776,0.019541249,-29.31689308,-10.90658905,24.790001,1.130001,4.775997464,89.37153518,10.4436312,-1
620325000,-1638651000,-2774954000,-727950515.2,415409963.4,-646381709.4,-846367940.4,-495825388,21.14495055,21.1254093,-7.903009403,23.379999,-1.410002,-5.687785168,76.34009461,-13.03144057,-1
1090205000,-263070000,-1474589000,-549883357.6,919338548.5,-405291232.6,-839585282.5,-385748308.9,0.337649547,-20.807301,-7.704178408,31.66,8.280001,35.41489031,97.58112094,21.24102634,-1
-4860560000,-1408907000,-1478053000,-245002206.1,-1411186769,543295988,-214443012.6,-178667050.7,16.60918131,16.27153177,-2.513639774,32,0.34,1.073910297,69.95441359,-27.62670735,-1
-399375000,1879774000,2696659000,586920800,2218848871,1558878155,1542525960,167482799.2,35.78096498,-4.601075828,6.897702036,32.849998,0.979997,3.074982646,53.92335158,2.980526156,-1
243715000,2044784000,2841655000,500968097,-2564221738,-1032627052,315378125.9,507229724.9,41.91315137,-4.867788329,2.89911771,31.82,0.199999,0.632507886,47.56967117,-1.32268764,-1
497350000,2167218000,3065096000,947067163.6,1647541528,2584792812,2563421404,503351864.3,43.2754946,-3.874194358,4.008055124,32.73,1.75,5.648805681,46.30801877,4.45629345,-1
