OBV3DaySlope,OBV5DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,AD10DaySlope,SlowSto1DaySlope,SlowSto5DaySlope,14DayRSI1DaySlope,14DayRSI3DaySlope,VIX1DaySlope,BuySell
2595105000,1624480000,-277205490.9,1528999222,1869306398,-152496099.2,2.229758257,9.226434784,0.71105501,3.201262909,-0.01,0
45735000,1607603000,-68312709.09,1273198238,1424911033,-18272501.11,-2.351888889,8.671018467,-1.114382585,-0.201663787,-0.2,0
-30795000,1034871000,52743551.52,1625724913,1486482037,78907106.72,2.997090962,3.249032279,2.117350012,0.501483714,0.22,0
445695000,1388008000,67641878.79,1394460802,1284155467,37081088.65,4.820439075,0.90444446,3.111547261,0.37313871,-1.339998,0
6359485000,2646590000,-240524066.7,4399914962,2403486896,3222076.866,11.08839747,4.191039225,3.607231354,3.570923343,-1.439998,0
430245000,1504991000,-510239284.8,-584244979.5,1627097199,-220007529.5,-0.211282358,4.652921961,-2.381639939,0.612795707,0.419998,0
124510000,2679647000,-436264127.3,-1620282593,-426713761.4,-272069872.5,3.966380501,6.090769302,1.195776371,-0.592931784,-3.18,0
6178890000,6071522000,955796290.9,2361232452,3420109850,540701115.1,0.236721363,6.016532555,0.365572968,2.65788774,-0.410002,0
331785000,3852664000,1261709739,44460715.51,1263581258,694156295.5,-9.655603358,2.027098801,-4.540031762,-2.087229397,1.390001,0
14560000,2543737000,1250272739,2267269220,1549088317,682248238.3,7.449813802,-0.163580863,2.367976579,-1.086027591,-0.84,0
37490000,150622000,940617024.2,1824810560,1386289823,542758290.7,-3.64372484,-1.343137562,-0.862083766,0.752946407,-0.559999,0
-4880670000,-1938946000,319703181.8,-226575752.7,1297974704,269120360.8,-0.760861857,-0.941466354,-0.364806031,-0.613444898,0.149999,0
-21740000,-969834000,-121002527.3,989971078.3,209633676.1,72245257.72,2.634933842,0.69557352,0.847314411,0.24125419,-1.5,0
-469735000,-2144510000,-549486206.1,438062625.5,709235310.2,-135372676.5,-2.626917663,-0.691906905,-1.407478955,-0.280082272,0.189999,0
5658570000,5572529000,133240600,4443969721,2985010300,-192334327.7,-0.336993303,1.790513518,0.681574564,2.218094406,-0.67,0
-764210000,2974532000,134643672.7,3370946083,3868009164,-148688018.9,-2.126308603,1.536436815,-2.098531329,-0.708478383,0.010001,0
-6997750000,-688514000,-4429066.667,-59501769.4,1459428473,-150438893,-4.681179924,-0.376450572,-3.999691619,-3.049111474,0.77,0
36855000,-1690492000,-163870406.1,-790083227.3,41487824.52,-222318967.6,2.816374964,-1.546370226,3.710132183,-0.144779718,-0.91,0
710505000,-2507527000,-268031400,1502833087,192444384.2,-269597291.5,-2.273341511,-1.439371511,-2.352994323,0.67856893,0.23,0
-5589620000,-2079005000,-300219957.6,-1129772092,-142091105.9,-288973874.2,-8.575464488,-2.488418846,-8.184802608,-5.268898466,1,0
-137495000,-888720000,-420769666.7,-1268849734,-621336555.2,-270443347.4,7.707844054,-1.149797996,3.738309961,-2.223246323,-0.539999,0
-208450000,2824523000,563591830.3,787682850.2,2073191588,336340853.7,-5.233708561,3.936142359,-0.286376878,2.478770116,0.129999,0
-266855000,2007310000,440697642.4,-3680923457,-1059394569,192824965.8,0.367403199,1.839086945,0.670872896,0.192248009,-0.219999,0
5424400000,2033009000,349026460.6,-1476877875,-2298861211,-16767877.16,0.071243249,-0.20021559,0.034933671,0.352903284,0.030001,0
62710000,3556045000,537719569.7,2170765011,2834652545,363543662.9,-8.527871088,-0.651121234,-2.140886234,1.111184261,-0.040001,0
-530070000,2396344000,138795066.7,-912704750.1,1245236152,70043574.3,2.431026719,-1.682150008,0.774225573,-0.683330331,0.27,0
496345000,117608000,-262656272.7,1389578132,160805933.4,-190052058.7,-3.43009342,-1.885275564,-2.546260986,-0.886017707,0.139999,0
5388100000,2141824000,771816472.7,4959009797,4089592509,453240095.9,1.136386532,1.988299537,1.239373748,3.54365729,-1.140002,0
237520000,1389816000,323995315.2,2528443821,3418516171,347444479.6,-8.490293076,-0.203007408,-5.063774188,-1.91220022,-0.289999,0
-234635000,2416830000,-438469545.5,3302451306,3100427271,-88709469.3,-0.554616379,4.44741971,-0.258302469,0.007855846,-0.780001,0
-4235685000,-63217000,-391002321.2,898643488,1927751352,-52209975.46,-15.89506751,-1.171711794,-7.053767068,-3.656034769,1,0
-3964630000,-2526843000,-439845309.1,-275417091.4,607383967.7,-52934857.34,-3.75509032,-5.468321829,-1.550295078,-4.302031073,-0.439998,0
38345000,-2471862000,-416021442.4,880641578.4,239853399,-45707982.98,15.85235359,-2.835499907,5.06265132,1.756178121,-1.030001,0
63550000,-1552763000,-390771206.1,1710999676,1326009414,59403487.13,-0.629364676,0.324292543,-0.283137535,2.389756893,-0.690001,0
-332235000,-104846000,-300152563.6,2396996477,2009373160,158684613.3,5.312550429,4.878388696,1.679713933,0.698288199,0.010001,0
336720000,93661000,-290091230.3,919712246,1486651175,144345749.6,-22.02907189,0.169612067,-8.924215709,-3.622250888,4.26,0
766305000,240972000,-280131745.5,1038360623,1310332882,46710639.42,3.872467423,-4.366335887,1.575790275,-3.674212717,-0.23,0
4072415000,1916915000,-66497024.24,2416390355,1522017177,-46750524.28,15.69207691,-1.246055871,4.710720252,3.143255263,-2.59,0
4095325000,2759135000,241971090.9,581583911.2,1383061827,-87760872.9,-1.62614319,1.138320285,0.130473749,2.420597,-0.799999,0
-434345000,2274293000,518563836.4,-2556584565,-1001911224,-89730654.06,-12.39473999,2.515325602,-4.481975747,-2.175750999,1.339998,0
485555000,1745483000,602703654.5,-2570617428,-2236776538,-162754830.2,5.097854689,-0.048278635,2.336378361,-1.072798693,-1.209999,0
838890000,258929000,419593339.4,-1519361295,-2265284921,-295718609.6,-3.041760446,-3.122646318,-1.358654897,0.488861732,0.85,0
-4425695000,-1408278000,115442927.3,-2325939859,-1888138488,-441196820.6,-12.60173705,-4.382467135,-5.341737395,-3.350196146,1.590001,0
-316310000,-676107000,-100389545.5,377025415.2,-658014927.5,-471931726.2,4.467977716,-2.779882767,1.796719778,-1.772508808,-1.030001,0
4055950000,-211160000,-204959606.1,1591926816,519227433.6,-383805426.3,7.130947075,-1.622290474,2.805564105,2.301141942,-0.34,0
3893790000,2242182000,-161188557.6,725518257.4,1415840223,-227775761.1,4.523741504,1.864078329,1.737158649,2.271361377,-0.73,0
4169790000,4069054000,-33991890.91,2635939931,1701294431,-1887892.263,8.579332591,6.105868635,3.16712842,2.452143534,-0.44,0
-248305000,2292152000,61611387.88,810367738.4,1328989111,181670308.8,-6.885716992,3.979968245,-3.471860014,-0.152365797,0.34,0
-107640000,1575199000,169707812.1,-2737248616,-741480131.1,287057483.7,1.39275766,1.691384513,0.558092479,-1.456883768,-0.949999,0
-1392625000,-677900000,136935866.7,-5362872192,-4179821433,197464130,-14.59620947,-2.851263175,-7.01468399,-3.228295755,1.969999,0
4322685000,4743769000,401397987.9,2604898265,3325254260,314880421.2,-3.516732224,-0.498988017,0.818080694,1.075870541,-0.58,0
-230190000,2704515000,450023000,-8623738.47,1315211877,355211049.9,-16.30304394,-3.644645695,-8.581597689,-3.881758497,0.700001,0
-272900000,1573876000,350967600,724886617.6,675760062.1,284113674.1,14.33345909,-2.949992731,4.331498876,-2.125049406,-0.4,0
4042780000,1470456000,206400787.9,2142432978,1184434776,164053776.9,3.22645686,-0.648930527,1.184435411,2.757967144,-0.220001,0
-421765000,530690000,-45359503.03,-228804507.5,827160872.8,-18499448.02,-18.6439535,-1.721424702,-8.827507578,-3.821536084,0.280001,0
-863630000,-3990716000,-895589715.2,-3100437873,-4212932651,-591688482,7.52514156,-22.96207773,2.441087811,-2.917144225,-1.899999,0
-125260000,-2839418000,-761061672.7,-1959253630,-2882341406,-646373589.6,-9.819924208,-17.28702948,-1.442805135,0.499141338,-0.860001,0
293605000,-253062000,-529492515.2,432071323,-286081427.8,-550611830.2,11.64176449,-5.771259966,2.724793576,0.64099422,-1.41,0
-203860000,807743000,-79772769.7,2353486739,3668290017,-8002981.497,-0.961769171,0.279893067,-0.980691499,1.481418444,0.59,0
155735000,2404388000,-198705769.7,3017895308,3030455289,58643857.08,1.727468447,3.163303403,1.132475757,0.075892129,0.149999,0
36180000,708341000,-331385406.1,1469989081,1806682532,-132641199.2,-4.488051601,4.404077869,-2.274287977,2.43869284,0.619999,0
-6985000,1634568000,-254549890.9,1069123429,1643561725,-137291044.1,5.634997179,5.841082356,1.897471699,-0.188408139,-0.42,0
186145000,87533000,-198172515.2,2855471880,1807013595,-76680397.29,-1.188439924,4.138976737,-0.654425045,0.621523327,-0.109999,0
-3771725000,-1474255000,-199993939.4,3070289598,2961011725,11902393.47,-3.465794346,-0.256802013,-1.967920502,-1.311172774,-0.36,0
-38070000,-2174460000,49885424.24,452390371.2,-819531012.6,-32418594.92,2.92399265,-5.10606231,1.837405074,-1.425120438,-0.759998,0
356740000,-1394374000,-36123569.7,-133019683.4,-319107374.8,-36326455.71,-9.924575664,-5.766711175,-2.395579436,-0.279087181,0.67,0
227875000,147270000,-154386339.4,541679705.7,809133674.2,-31305161.4,14.0844765,-1.901379455,8.744034997,3.174227781,-2.92,0
138050000,-2338018000,-531474897,644408017.6,-564161552.5,-292464101.6,21.60958743,-1.006167385,7.689710603,1.198914945,-2.160002,0
268045000,-1416956000,-423055242.4,285433278,-244841725.9,-344676207.2,-6.829863403,1.503145299,-3.394260437,2.147725083,0.830002,0
218990000,196425000,-262950345.5,-225520891.2,724520624.1,-309002560.2,4.955202038,3.689247873,1.68393965,-0.855160393,0.059999,0
17780000,158128000,-133278090.9,1631768809,245383915.1,-200210539.5,-2.692628904,3.220993296,-1.628292114,0.027823768,0.65,0
5087480000,2110542000,390806533.3,2718046562,2043167724,66542599.42,5.09846582,0.178441509,2.845647196,1.83851651,0.059999,0
-575035000,938582000,335520290.9,923821701.3,1428056322,14377772.99,-12.89853044,-1.149709296,-12.39577196,-4.775062381,1.539999,0
-286120000,1805537000,319429842.4,64696268.37,980646737,5349758.57,8.413915818,-0.328250722,4.53756663,-3.929102664,-0.839998,0
4826675000,1643432000,162262739.4,1023393818,239439589.5,-25625028.82,-1.077422833,-0.541175789,0.726725577,2.632146104,-0.520001,0
3901680000,2411559000,55317818.18,1031943768,1237259487,-32413675.39,1.84966279,-0.008825634,1.006449741,0.866587659,-0.489999,0
4296020000,-126702000,-717978133.3,768449734.5,-432528797.5,-696355601,18.91445731,-3.310065851,9.219247275,4.680848318,-3.01,0
4181325000,2289414000,-213402587.9,3077331748,1778107713,-523464804.9,3.192984188,1.361119087,1.346895954,5.283071614,-0.709999,0
-7055000,2551851000,240886721.2,3316063069,3134465367,-216174435.1,-1.985101118,5.415550439,-1.075618903,0.135638525,0.33,0
-3911285000,106605000,382778624.2,507658781.2,1669379405,-6985126.19,-17.97079404,0.551097574,-8.652310413,-4.863964658,2.259998,0
-374410000,-934843000,389783521.2,576402260.4,1072226817,128161349.6,18.50646278,-1.646879154,8.09516364,-0.278573386,-1.07,0
2382630000,3291955000,-169174412.1,1559380308,1450823813,83817147.44,0.813569136,1.132391462,1.470903621,2.133076054,-1.04,0
-614715000,1636202000,-245115163.6,733187946.1,1181984816,56964365.44,-2.396047738,0.47891537,-1.865340004,-0.197218192,1.019999,0
-261275000,725599000,-254701242.4,990380187.5,934421837.9,130740088.6,0.891328703,0.208370644,0.302758783,-0.78129061,1.200001,0
2235460000,596043000,-254220242.4,1044157967,924289860,228553600.3,0.541868035,-0.180328276,0.400944564,0.351851674,-0.15,0
2346415000,1281148000,-176282527.3,-224425943.7,370609060,210829461,-1.54770775,-0.358792076,0.547051817,0.47399819,-0.239999,0
121830000,1412199000,-175180503,-868327454.3,-444651507.3,51420572.51,-2.120563068,-0.547598788,-2.122142208,-0.787545196,0.239999,0
-15750000,440105000,-273847430.3,2724484633,2475986397,-29604334.57,4.764053949,0.82394719,2.463312384,0.282705936,-0.359999,0
4223740000,1803903000,-114639842.4,-480162985,-1087375272,-101281306.3,0.484068089,3.263540898,0.155893974,1.17479947,0.1,0
185730000,1050534000,-107375763.6,-729335640.7,-714644938.3,-190320667,-0.252568154,1.660707862,-0.132708282,0.011592846,-0.25,0
3911760000,2309474000,621073151.5,3107477136,3288724475,411146554.3,7.764657486,6.705002876,2.896056176,5.841023684,-0.38,0
3816400000,1452439000,-6398472.727,1128612986,-134552013.8,-180585025.4,15.28497048,3.124113334,8.397556701,4.436433525,-1.350001,0
-285110000,706490000,343808569.7,-532513334.3,-22745504.01,5758085.418,-17.94463947,0.016166563,-6.473453632,0.962051535,3.06,0
-112125000,1424688000,607959921.2,-1111839329,-393200968.7,185016373.6,5.267084332,0.907377297,1.084272232,-2.6945907,1.41,0
4381355000,1616073000,720606945.5,-463556073.4,-1093912139,274500831.9,3.430792513,-0.060113944,1.936680859,1.510476546,-0.88,0
4190560000,2507645000,730958890.9,342077947,261210451.1,286069123.1,6.097221927,0.239879544,3.39962864,2.668154749,-1.86,0
3760405000,4094816000,758799066.7,2762221111,1391650929,335265384.7,15.25200735,6.962222669,7.553060159,5.476344399,-1.129999,0
-83905000,-2338962000,-667789054.5,-3269671712,-3263666941,-500873592.6,4.145873987,-10.27944305,1.416290917,-0.32514415,0.039999,0
-149245000,-1697883000,-756074593.9,-2924762740,-3216483078,-737074424.6,-8.992961023,-7.278742227,-3.260274858,-0.92199197,0.889999,0
-57905000,-86573000,-597530175.8,-203084035.5,-1206980562,-749322651.2,7.387478395,-1.165528507,2.695998958,-0.28213795,-1.269998,0
-159790000,1983965000,485830830.3,3271293047,2077130086,501816443.7,13.41537124,4.328581669,3.602905946,1.39167964,-2.460001,0
-92005000,115058000,249005345.5,284745451.2,1312893123,284474980.6,-15.21096574,1.79362951,-5.489056938,-0.943075496,5.149999,0
269735000,25577000,24038230.3,-244783427.4,730809009.8,86799175.98,14.26609437,1.854111212,4.212108263,-0.638474337,-1.83,0
1875000,-398903000,744810872.7,-1554736123,-1468601616,357777620.6,9.415290081,5.005324348,2.46369986,1.196530681,0.32,0
3941145000,-15765000,590449448.5,-17471621.85,-1058136010,222052253.1,1.037324627,1.413638771,0.270454758,1.367077309,0.289999,0
-243975000,-2484004000,-348898787.9,-2407024314,-2474298069,-174632732.1,2.932876119,-7.726112463,1.039103792,-1.04440992,-0.93,0
4578070000,98461000,-303345090.9,-2046775600,-2320644374,-208010941.7,2.917935821,-3.253720448,1.070107441,1.054605617,-0.82,0
3841765000,4086967000,205815860.6,1930433491,2531782877,52947526.44,-3.768049338,0.522806474,0.175104535,0.204472227,0.389999,0
38675000,2459525000,128069527.3,1332178360,1967917714,71572251.87,-0.825353173,-1.244038949,-0.900906232,-0.362900848,0.24,0
358675000,1687911000,-201539.3939,3085040991,2107109663,63843345.64,3.022514293,-0.661293799,3.374308356,1.236701062,-0.600001,0
-55580000,64973000,-169907727.3,565194016.8,1499346556,3754972.515,-9.357092837,-1.965880099,-5.079751179,-0.852721412,0.260001,0
-4264725000,-1573536000,-295074030.3,-950402157.8,233591957.5,-31767243.03,-2.075892004,-2.480622599,-1.370016163,-3.224883671,-0.039999,0
166155000,2464962000,702582981.8,616470927.2,1531477309,312953009.7,-6.126975322,-1.402914049,-7.963537883,-3.686256974,2.160002,0
-129770000,1642647000,562235381.8,794684843,1030216053,235044646.7,6.008560674,-0.736106773,3.270272745,-2.346632569,-1.75,0
-135740000,-13788000,172900115.2,2901042252,1716039729,120603278.6,-0.835814682,-0.374681419,-1.047136836,1.111567954,0.5,0
3170700000,3319616000,340562897,1024069281,877999542.6,-73252999.24,0.592702595,-0.08476063,0.167222122,0.201349439,-0.04,0
2943795000,3192514000,515183181.8,1540059501,1464295155,74341397.27,3.136759126,1.049801855,0.924432396,0.545827259,-0.54,0
133995000,1910637000,648176490.9,2089981417,1636182864,265846921.8,-1.798314182,0.936961527,-1.00596972,-0.040768662,-1.04,0
3661425000,2143406000,80777830.3,1010460522,1682773715,7872770.573,0.180317394,2.883006373,0.087562386,1.16335533,0.81,0
445860000,2253849000,-43701133.33,-822886256.8,-92625800.39,-164213348,-5.266118478,2.138550522,-3.267496828,-1.589967221,0.769999,0
-202720000,1437585000,112584527.3,714351926.8,1601619430,142696855.2,3.815221126,10.05763679,1.833417261,0.259101477,-0.73,0
59660000,57894000,283264321.2,1265496966,728018089.8,231356154.7,-3.676023185,3.079872072,-2.123427719,-0.145005229,-0.04,0
-3453285000,-1450470000,269953545.5,251051623.7,863621612.9,219383195.8,-3.804472535,-1.716467374,-2.207631528,-2.165529624,-0.17,0
111415000,118226000,-60552151.52,283130720.3,576797285.9,-115921146.9,-5.77838161,-0.259110103,-5.061744596,-1.29484318,1.01,0
-3863345000,-1410835000,-425704933.3,-2435212794,-826438207.5,-227904758.9,-3.442705459,-2.479304644,-3.174341849,-4.118043222,-0.04,0
-81780000,-760815000,-601169127.3,353135280.4,-739972427.6,-323825808.4,9.51232252,-0.549527255,5.45788066,1.141769406,-1.38,0
223160000,-1472430000,-686354660.6,60185325.24,-402535829.6,-409660480.1,-15.01296272,-2.337383748,-12.03193197,-3.287025655,1.77,0
114180000,57592000,-619097078.8,-446778480.2,394498169.9,-384958092.1,12.93844909,0.248956665,5.605430324,-3.213250823,-0.95,0
3614965000,1558086000,-425216139.4,2735774207,925654765.2,-254018385.8,0.710274857,1.422165385,0.274715856,2.94007309,-0.31,0
-1505000,768063000,-250650327.3,2543264893,2520856448,-117249883.1,-2.33631199,0.624762241,-1.785011312,-0.755147728,0.09,0
-314215000,1319999000,-14619787.88,2292708649,2530845180,57374153.99,4.45060607,2.989999891,3.04794623,0.631467459,-0.48,0
151025000,-3035000,83400363.64,1965484353,2008571287,174620884.3,-0.765427149,0.623257765,-0.645064258,1.201440986,-0.08,0
365135000,50573000,168919793.9,844986504,1446433287,264316931.9,-1.221524429,0.393986392,0.901622462,0.128279102,-0.3,0
3400125000,1493487000,255532042.4,253077814.9,560693216.9,295274314.7,-1.141356037,0.065764533,0.347737977,0.62468022,0.34,0
3572810000,2255203000,265085206.1,1162015999,845970536.7,221366846,0.82955393,-0.696038784,0.426700834,0.387219405,-0.32,0
3266545000,1249744000,-11027636.36,2525032327,1675408341,91475014.94,2.424067172,0.026283103,2.838810445,1.764497196,-0.53,0
-858295000,269775000,-190039066.7,2364207020,2255837899,52809315.64,-3.226212367,-0.202937783,-1.847970483,0.495419981,0,0
-4170205000,-533123000,-405349236.4,504295241.4,1453124258,7983407.121,-10.64502544,-1.951812473,-6.006356892,-3.927163687,2.06,0
-3480385000,-2569513000,-659543678.8,-78263191.17,321878232.7,-38271507.44,-5.467331624,-4.770024232,-2.476361356,-4.241359124,1.03,0
-223560000,-2453583000,-750522254.5,1039904537,542031081.7,-58588748.9,13.19170205,-2.840609182,4.258098414,0.890868529,-1.72,0
52910000,-1415702000,-710792387.9,-187755948,130281064.7,-136114096.5,-16.42273815,-3.096241592,-7.944614837,-1.843258212,1.32,0
-147445000,-137820000,-537279527.3,122253653.5,416809091.4,-196090658.6,14.10757934,0.75873871,4.528789507,-1.707912665,-0.42,0
-114895000,-54283000,-320437103,603591209.8,-69505011.49,-228161676.6,-7.984565587,0.346879646,-2.995408501,0.766690503,0.17,0
-154455000,-143739000,-161225715.2,733581402.4,1065879013,-211295143.9,15.11899296,1.576155085,4.670757404,0.837674451,-0.97,0
-22475000,-85839000,-25379909.09,2557490952,1417635406,-135033847.8,-1.151494022,4.731545273,-0.557072859,2.056842273,0.38,0
195115000,11769000,129779309.1,2425658131,2523901075,-34051560.48,1.299899195,2.853316402,2.385876373,0.914401757,-0.45,0
275665000,140299000,241623745.5,726010626.4,1386726376,68114300.34,-8.539169214,1.3604863,-4.429387013,-1.02175532,0.88,0
82815000,54746000,-220160000,1056214827,254818920.5,-127720183.8,-4.787610567,-0.609424746,-0.665619898,1.611424132,0.57,0
3040855000,3212999000,-134457018.2,2207927441,2047157341,-88876287.67,-0.739436715,1.835417884,0.878085148,0.777619255,-0.25,0
-158525000,1895751000,-140855066.7,-481491053,813206856.4,-72598800.32,-3.10027315,0.196381893,-1.828582356,-0.475248604,0.37,0
-3216150000,-101823000,-227008339.4,-1995077440,-1070689698,-133262349.9,-4.658772553,-1.674002555,-3.720367725,-2.77447504,0.52,0
-6810000,-709364000,-299654284.8,493415127,-518217809.3,-199861024,3.113078171,-1.85298542,1.394125194,-1.163121265,-0.21,0
3042635000,-70768000,-293971624.2,2796829779,1394001314,-164935576.1,1.011212179,-0.881520509,0.462827338,0.928476266,-0.25,0
-38875000,590253000,-219785806.1,1014114959,1747980560,-65546565.07,-4.564871555,-0.607441717,-3.947760499,-1.74246658,0.67,0
-3057990000,-3146634000,-179243939.4,-2069142581,-2135426900,-314369683.6,-11.92653978,-9.497947062,-3.447863255,-2.764398805,0.73,0
44780000,-1921314000,-104770103,-1439327316,-1543344229,-314157247.1,-0.846040026,-8.073543981,3.761401955,0.15676935,-0.19,0
30955000,-1201858000,-96343478.79,-938347078.1,-1412611419,-325340574.5,-12.74434075,-7.115875354,-3.389172325,0.186114815,1.03,0
-34970000,-667575000,-361080321.2,1387268655,946887792.8,-133470336.3,13.13599879,-1.236452121,5.900057641,0.538622743,-1.06,0
-383880000,-1021010000,-133318987.9,-18340317.8,316592273.7,-146797016.1,-15.86594981,-2.963686825,-10.3769933,-4.099704075,0.51,0
-2927435000,-1243954000,-271529327.3,-1524444006,-597888713.6,-254917043.3,-0.590841785,-4.097432137,-0.35349606,-5.365244682,-0.47,0
-3034560000,-1952863000,-428839769.7,-1606588875,-1596624007,-324057911.9,-4.764049043,-5.324905285,-2.72563146,-1.53956376,-0.21,0
108450000,-1734506000,-523762703,169817756.9,-501422842.4,-330830968.6,9.248947489,-2.929867713,4.423692587,0.849030564,-0.63,0
-70195000,-1220212000,-475404187.9,1825558319,768658714.6,-242813709.9,-0.439206447,1.139459887,-0.245674466,2.089009061,-0.05,0
-35495000,15143000,-319591406.1,1123407742,1467723240,-135166734.5,0.720738213,1.834260147,0.263396198,0.008860866,0.02,0
3458430000,1348195000,-19859393.94,1794401805,1602979028,11808874.7,4.05631422,2.745511872,1.778261163,1.02082868,-0.75,0
-127820000,626360000,155309127.3,102641323.5,568171855.4,87324158.51,-28.44697107,-4.344119774,-13.89582713,-6.058782982,1.14,0
-119040000,1310192000,283075654.5,282953694.4,760354503.1,139791948.6,24.16214345,-2.340620723,8.260635316,-2.817595906,-1,0
3565535000,1351278000,379449618.2,2593834897,1083894185,202034989.1,9.99576316,1.524967189,3.298940103,5.779787709,0,0
143245000,722789000,381369284.8,1780632853,2229325661,241864044.9,-3.005420303,3.956893708,-1.350307853,0.974316125,0.25,0
-3558715000,31377000,309575678.8,143150466.2,837371838.9,250033997.2,-8.678414101,5.193848727,-3.845402439,-2.597855146,-0.09,0
186390000,206157000,129316266.7,1553087732,1214506557,204998770.1,-0.284965848,0.823182767,-0.045678718,3.858005514,-0.21,0
-16270000,98280000,101068193.9,-452259490.8,662987954.8,250263242.1,-1.446871103,2.131949326,0.820913173,0.387617228,0.32,0
2895340000,-275651000,-198976551.5,2087888977,690236939.8,-158752205.2,9.213905273,1.413669884,4.44933583,5.721262514,-1.12,0
-179510000,422270000,-140239006.1,963009522.8,1363763266,-86476492.19,-7.881900257,4.118101157,-4.994147366,-0.272405768,0.6,0
19165000,1129900000,-52714812.12,1198721349,1378610548,15764311.48,7.717128433,4.373506135,3.682709901,-0.655718733,-0.6,0
-971585000,-456605000,26305593.94,-446322519.6,-109621267.5,32453297.48,-4.011139171,0.991121673,-2.387186079,0.647761911,0.48,0
53055000,1205782000,308923460.6,-423681088.5,-277963430.7,172367878.9,3.883222734,3.740955323,0.920958851,-0.260123945,0.05,0
-10595000,32317000,181999757.6,-609589764.7,-754837257.4,74682761.42,-18.34292442,-2.161123552,-5.365747505,-2.222394327,0.74,0
410830000,183435000,21069284.85,-87871019.08,-39765818.89,-45674646.98,7.272101785,-3.886874566,1.912739691,-1.726503907,-0.09,0
3841250000,1614428000,-120866872.7,1839570289,707457318.1,-171398855.6,10.73311297,-0.397979649,2.750794539,2.331767115,-0.26,0
3713525000,2417992000,-198751866.7,2492659078,2207071748,-229735732,6.777607354,3.088501014,1.694020521,2.22240753,-0.3,0
181245000,2351703000,-169862866.7,1630221384,1868930518,-146892558.7,-0.325490662,6.642538323,-0.113183252,0.790418634,-0.16,0
-3288150000,206399000,-168265103,-811411596.4,443995078.3,-52700646.51,-3.063238847,3.469609833,-1.122415612,-0.617799432,-0.34,0
-212915000,-670298000,-185172612.1,313234629.3,72949252.32,31859775.96,4.245076136,1.187917845,1.24677471,0.062179549,0.38,0
-296765000,-1476549000,-209208721.2,-420756789.2,-561662580.3,37565677.09,-20.42939461,-3.796425868,-7.367764177,-3.060494734,0.51,0
152845000,-83381000,-186203454.5,34545595.9,433725284,31115062.13,12.65072894,-2.937797525,3.942376054,-1.712694061,-0.4,0
119765000,-40231000,-178095169.7,997009067.5,-60337440.3,13197956.75,-3.111377992,-2.106860074,-1.10411186,1.419132097,0.03,0
-184200000,11411000,-230297860.6,787780641.1,1351340437,-46503082.16,3.437015784,-0.536670482,1.120420034,0.008154087,-0.51,0
3015380000,1217218000,-206401321.2,2907448742,1621558762,-39560290.86,21.91272836,7.010382797,6.456443973,3.788432003,-0.69,0
2960710000,1713680000,-72556206.06,623916933.1,1551418776,-35282745.27,-4.61557022,6.059533601,0.261427934,3.358935953,-0.1,0
46810000,1817018000,119293406.1,-1519970160,-219798080.4,-7559885.407,-10.15820067,3.844910466,-4.461228346,-2.099900206,0.04,0
-3187350000,-81294000,210463993.9,-1332642562,-1421413425,-3972854.383,-20.13442788,-4.07647117,-7.626176291,-6.043702318,1,0
2838240000,2914491000,24148387.88,1403652344,1935486316,102100497.3,-3.062632558,-0.252772214,0.478835218,1.450767105,0.42,0
54910000,1785126000,98295672.73,1292293247,1628966417,89486376.62,-0.355441302,-0.758120996,-0.370838267,0.053998475,-0.16,0
-2706490000,63682000,13740581.82,1077168607,893360751.1,7573511.042,-7.226466808,-2.269737509,-5.29955033,-2.835194299,0.61,0
3644195000,3266711000,226467030.3,2541447051,2633629959,61842403.48,-0.560990631,4.459584439,1.09631483,0.948067077,0.23,0
809305000,2256035000,397681090.9,1942300168,2203579929,167647158.1,-0.330655416,2.313769949,-0.212949323,0.441682753,0.13,0
-280425000,-102107000,-120284539.4,1576129752,1547105573,-152108241.6,-2.123479134,0.567718796,-0.754657679,0.792525222,0.16,0
-2814980000,-1186731000,-273581903,-305061479.4,582978914.2,-91515982.42,-4.402250948,-0.207898509,-1.130172484,-0.942415081,0.11,0
-2941195000,-1851644000,-399930903,-1447696707,-749968270.9,-71047950.68,-4.516535219,-1.538463863,-2.270875894,-1.700524189,0.28,0
-127055000,-1765053000,-405828793.9,715669895.3,-161824045.1,-34837295.55,9.45571537,-1.209188603,4.181818864,0.955471485,-0.55,0
14605000,-1196047000,-393446193.9,1446521417,733654787.3,-6543021.275,-5.799343106,-0.558564766,-4.517409441,-0.167795288,0.57,0
-2835960000,-1182285000,-384156345.5,-730806069.5,414480641.7,6081321.979,-12.31327771,-2.269050906,-8.329716766,-6.423563103,0.84,0
14800000,-555430000,-317850793.9,481357275.1,157601717.9,-2113619.316,6.814549279,-2.179733314,3.453776561,-2.437970102,-0.62,0
2927060000,39400000,-172508715.2,2670161822,1391097554,-15373120.99,1.654299983,-2.478627153,0.819914244,2.136845403,-0.08,0
-132440000,538356000,17709890.91,844696619.9,1540664241,-7274174.85,-11.19457686,-2.160916135,-7.046922894,-3.113504325,0.51,0
-132440000,2060414000,20497309.09,219160772.2,254427121.1,-53440231.9,-2.014358453,0.118634134,-1.635760528,-0.126166825,-0.37,0
