OBV3DaySlope,OBV4DaySlope,OBV10DaySlope,AD3DaySlope,AD4DaySlope,SlowStochastic,SlowSto1DaySlope,SlowSto5DaySlope,14DayRSI,14DayRSI1DaySlope,VIXClose,VIX1DaySlope,VIX10DaySlope,VIXSlowStochastic,BuySell
-3402665000,-1302013000,105962981.8,265718996.1,1023848625,74.13358292,-20.50920216,-4.045744948,54.24097072,-9.684155825,17.030001,2.390001,0.2374546,87.96118447,-1
-3453520000,-3410709000,-18447818.18,-2254778162,-928515498.9,56.16020348,-17.97337944,-9.6838238,47.45601388,-6.784956838,20.969999,3.939998,0.533999988,99.529953,-1
-2149755000,-1910507000,453205806.1,-1633580544,-1465838170,12.1513083,-80.20923708,-7.106905678,38.08572432,-23.07485209,25.76,8.51,0.132121285,96.44970414,-1
-6514335000,-3678964000,294233830.3,-4788186886,-2540040241,6.875134123,-5.27617418,-17.01250756,31.80848222,-6.277242102,23.85,-1.91,0.389575764,79.50000568,-1
64115000,1310570000,129748957.6,2711358904,2089460101,83.45197892,-1.148727152,4.111575249,58.35400985,-0.230489089,11.94,-0.08,-0.189636364,23.52941176,-1
-3523630000,-1411825000,204771278.8,1057187070,1855282542,72.93961683,-10.5123621,2.872094223,54.82683277,-3.527177082,12.51,0.57,-0.181878788,38.10741688,-1
-351670000,465474000,65521345.45,-701047819.8,207555479.2,59.94604562,13.5945931,2.787202246,51.46364848,3.336646318,13.38,-0.1,0.020666667,22.33115468,-1
-45765000,-1373495000,44360206.06,1524682514,1328958538,50.04789327,13.90313835,2.789534275,51.00731418,4.386966647,13.02,-0.32,-0.362484891,15.46275395,-1
-197010000,-817129000,-52850042.42,-1185942087,121425385.7,38.87885747,-11.16903581,1.067874651,47.62138307,-3.385931107,13.46,0.44,-0.423575812,20.42889391,-1
-3763270000,-1625900000,-146721339.4,-1184934728,-866330383.7,33.77978357,-5.099073897,-0.241905336,46.11630016,-1.50508291,14.24,0.78,-0.382424309,29.23250564,-1
-3990015000,-3896931000,-271324606.1,-1747195030,-1841499669,25.04447223,-8.735311342,-3.84686751,43.57548863,-2.540811532,15.36,1.12,-0.207939406,41.87358916,-1
-4112170000,-4020345000,-449531793.9,-2635868699,-1848738411,15.98074869,-9.063723537,-8.19686744,41.04836327,-2.527125352,16.190001,0.830001,-0.010060497,51.24154628,-1
-3970955000,-4045973000,-576005624.2,-2329371078,-2705896213,15.62530169,-0.355447001,-6.430614643,40.94807022,-0.100293052,17.059999,0.869998,0.24042423,61.06093679,-1
-4227280000,-4134461000,-653982163.6,-2041476033,-1964007488,15.92593639,0.300634701,-4.512686489,35.73045096,-5.217619259,18.559999,1.5,0.500424176,77.99095937,-1
261930000,-671366000,-61640830.3,-325585939.7,105710939.6,87.01011341,-9.568623263,-2.673666121,72.1096264,-9.577731245,11.81,-0.73,0.093090909,55.58912387,-1
-133030000,841604000,-98855218.18,3659745.716,387643970.2,87.82807508,0.817961674,-2.848835739,72.40745591,0.297829509,10.96,-0.85,0.031272727,29.90936556,-1
161280000,-694102000,-150059533.3,2029308525,637517377.8,82.50533327,-5.322741815,-3.124076833,67.36615864,-5.041297268,11.24,0.28,-0.023575758,38.36858006,-1
270590000,-398751000,255085890.9,684288567,1007830142,86.38503581,-2.695282077,2.038734173,63.7501624,-2.409737543,11.21,-0.42,0.042787879,41.05960265,-1
-4271850000,-1727624000,171062145.5,-2585934014,-985635202.7,84.21090142,-2.174134391,1.770630528,61.79494654,-1.955215858,11.28,0.07,-0.016848485,43.37748344,-1
-4116485000,-3997393000,65128387.88,-2548142985,-2201424659,79.51600955,-4.694891865,0.352359024,58.82751291,-2.967433634,11.34,0.06,-0.058424242,45.36423841,-1
-3660260000,-4055061000,-198455533.3,-2257464890,-2743129071,57.41948725,-22.09652231,-7.019068754,44.61309361,-14.2144193,12.47,1.13,-0.025575758,82.78145695,-1
26405000,-628486000,-338762048.5,1057914621,1273115842,93.89356229,-3.991547783,0.76161434,62.4210712,-1.288966782,10.65,0.23,0.008121212,16.22023568,-1
-3791895000,-1575136000,-453529800,-2046885704,-559581131.3,41.64274506,-52.25081723,-8.382251416,39.60203311,-22.81903809,15.59,4.94,0.313272727,89.7321295,-1
-75905000,1866343000,42356460.61,-69158085.58,1850846037,83.39265787,-16.25115355,-0.433118314,58.45247691,-10.63610703,10.86,0.49,0.016,21.5007246,-1
-206430000,1139862000,115040242.4,519070336.8,793619363.5,81.27255617,-14.73188156,-0.976798744,59.62813911,-5.225686652,10.96,1.03,0.063090909,33.5443038,-1
-3326350000,-1450740000,128242436.4,625756058.8,1056362640,80.21596318,-1.056592986,-1.876248171,58.86079931,-0.767339796,11.11,0.15,0.072848485,35.91772152,-1
-3464565000,-3412937000,70792618.18,-200831151,-364814281.8,38.17065473,-42.04530845,-12.10403412,37.93844676,-20.92235255,16.040001,4.930001,0.367212176,98.22648022,-1
-94485000,-635256000,-72176612.12,-1914150271,-1371684039,28.54292781,-44.73408799,-2.389345701,38.52025616,-15.31889405,15.55,3.81,0.429575752,79.50236025,-1
-65300000,1455688000,96069763.64,317483394.8,469515801.1,92.76600674,-7.233993261,-0.567855837,76.88943088,-9.79721888,13.84,2.76,0.068363636,86.97183099,-1
-3782240000,-1593758000,4790751.515,-2547261027,-776213937.1,79.6710619,-13.09494484,-2.988020639,64.30379465,-12.58563623,14.79,0.95,0.23230303,90.33742331,-1
135315000,-1390025000,-69512448.48,-1523421535,-1985157768,80.22729531,0.556233415,-4.87852598,64.580864,0.277069349,13.54,-1.25,0.306787879,71.16564417,-1
161415000,-674218000,-253801363.6,-778196627.5,-1228854052,79.48971747,-0.73757784,-5.355927648,63.87288813,-0.707975869,13.47,-0.07,0.378363636,70.09202454,-1
-160215000,1203093000,-338497297,-287783471.9,1074165720,62.19941752,-10.38275346,4.748661162,52.33060291,-5.515430333,18.59,2.79,-0.591757491,23.36877775,-1
-3987870000,-1739835000,-422776587.9,-3957289597,-1800030266,53.24829305,-8.951124477,0.491510534,48.07487618,-4.255726729,19.85,1.26,-0.184242358,26.41372708,-1
-4367315000,-4166979000,-488679254.5,-3202470028,-3459953512,42.61858604,-10.62970701,-6.027108235,43.54596036,-4.528915818,22.469999,2.619999,0.047575806,32.74528595,-1
89540000,1353830000,218400697,765371113.2,1599076209,73.58749764,-1.043578742,4.984706252,58.55243976,-0.652065079,15.78,1.14,-0.589515085,13.48370961,-1
-3243335000,-1255273000,306225727.3,-2061016751,-410715828.1,68.38144443,-5.206053218,3.558998364,55.28141804,-3.271021712,16.35,0.57,-0.668181764,14.13758255,-1
-3346505000,-3293574000,157173921.2,-2311568534,-2165816025,63.72800483,-4.653439594,-0.00705482,52.46031169,-2.821106349,17.23,0.88,-0.587696927,16.36317694,-1
-3445845000,-3397138000,-201534933.3,-1965992462,-2099644330,63.09601562,-0.631989208,-3.292961433,52.07165875,-0.388652943,16.59,-0.64,-0.335697006,14.74456284,-1
936005000,-805838000,-458003842.4,-2562400988,-2397531353,64.47173718,1.375721553,-2.351694974,52.88984317,0.818184423,15.8,-0.79,-0.247515212,12.74658606,-1
1035105000,108198000,-524565157.6,-2121099580,-2104644663,52.98074189,-11.49099529,-3.005767273,45.84934019,-7.040502983,19.02,3.22,0.004909006,20.89023826,-1
-20550000,1269159000,-355458303,-402353071.2,-1371087437,54.16247418,1.181732295,-2.924633504,46.63606955,0.78672936,18.200001,-0.819999,0.184424255,18.54859474,-1
-77240000,-710880000,-167628181.8,-1503623417,-1125628818,52.68972258,-1.472751604,-3.112184909,45.74409648,-0.891973071,17.860001,-0.34,0.307333376,17.28710141,-1
-3577655000,-1509835000,-113774836.4,-3183445800,-2228749238,32.62976735,-20.05995523,-6.397495896,35.72214188,-10.0219546,23.34,5.479999,0.646606133,31.25956225,-1
17020000,1318861000,6646212.121,-347160866.8,34750858.52,56.1587733,-6.251519222,4.210380286,53.14164936,-2.476454569,15.96,0.36,-0.795030291,20.52672506,-1
-189110000,1196334000,248894351.5,-879339160.1,-985775339,91.95321323,-6.328976203,-0.705497967,62.06977448,-4.023972593,12.94,0.6,-0.196181818,22.73236282,-1
-126170000,566678000,55081333.33,-1753816242,-912122351.8,95.43815714,3.484943911,-1.203394978,63.53169775,1.461923272,12.12,-0.82,-0.053212121,13.54983203,-1
-950950000,-1351650000,-179973539.4,1818743057,72711696.74,94.00047358,-1.437683566,-0.644800609,62.46213038,-1.069567373,11.98,-0.14,-0.009090909,11.98208287,-1
-4357970000,-2099594000,-398068436.4,3318611827,2321160100,90.99823005,-3.002243527,-1.252065843,60.18355796,-2.27857242,12.31,0.33,0.022969697,15.6774916,-1
-3474310000,-4041938000,-563016666.7,2834182322,3125484589,85.32897921,-5.669250839,-1.768839514,56.02723155,-4.156326407,13.35,1.04,0.09430303,27.32362822,-1
-166935000,-1452453000,-560491793.9,791197824.5,1607747060,87.73181564,2.402836428,-2.408417738,57.37098713,1.343755582,12.79,-0.56,0.072909091,23.88817994,-1
13770000,-757419000,-522220521.2,-1565537499,-213601906.4,78.81128172,-8.920533921,-3.364479813,51.12474325,-6.246243887,14.64,1.85,0.171151515,47.39516552,-1
1075245000,1313421000,-395786987.9,-2619708679,-2135934606,81.41218433,2.600902615,-2.568978893,52.74034777,1.615604529,13.77,-0.87,0.194848485,36.34052905,-1
95285000,1235810000,312540993.9,-536569972.1,149277739,96.65773277,-0.437470983,2.200515448,66.49256334,-0.317338778,10.85,-0.08,-0.277515152,3.630362637,-1
-3009625000,-1154164000,382669545.5,-1079867044,-961589063.9,94.25463291,-2.403099856,-0.319768557,64.67525872,-1.817304626,11.27,0.42,-0.335757576,11.65254114,-1
-5160000,1081047000,-2869084.848,575996267,374111865,89.4559135,-9.199698442,-1.996644168,66.25864367,-5.634463855,13.53,1.28,0.023272727,50.22420774,-1
39040000,580764000,-32009478.79,52046777.79,553024081.8,89.72072871,0.264815207,-2.615952797,66.34448411,0.085840438,12.86,-0.67,0.051272727,40.20926155,-1
-98400000,-611668000,-82546036.36,1323665576,628410446.1,86.42693219,-3.293796513,-2.942322923,64.1810223,-2.163461817,13.16,0.3,0.082969697,44.69356582,-1
98415000,728118000,-122793557.6,-1546875767,-1344217053,88.87450464,1.502730221,2.345758582,62.63130376,0.726523296,11.61,-0.44,-0.009090909,21.52466046,-1
50925000,-630138000,101038454.5,-1015486200,-1140578908,71.60827399,-17.26623065,-1.720837843,50.67328292,-11.95802084,14.22,2.61,0.084363636,54.16665726,-1
-3412920000,-1317825000,241284466.7,-344730903.5,-806774054,60.02031846,-11.58795553,-7.214269706,44.52858281,-6.144700107,14.82,0.6,0.173212121,59.42491063,-1
-3329650000,-3379746000,233186078.8,732992168.9,361492912.5,59.19663934,-0.823679123,-8.520445634,44.11905465,-0.409528161,15.69,0.87,0.306121212,63.04945921,-1
-3425410000,-3386972000,31752042.42,333460670.2,218138682.6,56.24197505,-2.954664286,-7.767669382,42.60534106,-1.513713595,15.95,0.26,0.425575758,66.62088827,-1
-4010875000,-3757671000,-247187236.4,-2930107908,-1269639590,0.525361118,-55.71661394,-14.59441691,22.96548523,-19.63985583,22.959999,7.009999,0.915939339,100,-1
53315000,-615219000,73605406.06,2383397395,859951309.2,42.83853862,-0.308142926,8.874557898,41.56149298,-0.103751315,17.4,-0.220001,0.571939394,35.51296505,-1
-3469075000,-1385114000,230451212.1,88769337.88,1111321696,25.29081762,-17.54772101,2.678829872,36.05540378,-5.506089198,20.059999,2.659999,0.356545424,50.50732244,-1
-3591465000,-3513036000,272863684.8,-1910171601,-756370749.6,24.85678965,-0.434027962,-0.310760245,35.92861691,-0.126786868,19.889999,-0.17,0.101090861,49.54903608,-1
-3436815000,-3503670000,204850236.4,-1981472092,-1907388184,19.69179353,-5.164996121,-6.4891525,34.37930801,-1.549308897,19.639999,-0.25,-0.1714546,48.13979143,-1
-3824790000,-1483498000,256927697,607778860.2,1538967738,52.60397718,-7.653341352,4.054304784,51.23969468,-3.845517943,17.360001,0.640002,-0.81612123,35.28749154,-1
-3845010000,-3798062000,-129764945.5,-1300882941,-514924232.9,36.3636299,-16.24034728,-2.707409591,44.18996617,-7.049728509,20.450001,3.09,-0.459333242,52.70575536,-1
101140000,1711944000,-351235690.9,-404753820.9,966561668.2,25.92469177,-13.5406847,-0.807758406,40.99728278,-5.749364443,20.1,1.960001,0.2527878,50.05714286,-1
-156890000,1722046000,315600169.7,-1543114282,513289744.4,35.68471857,-28.45413034,0.294831901,46.2835192,-12.06324593,20.74,4.299999,-0.389636261,37.74019985,-1
-4820655000,-2086559000,194507175.8,453067361.5,187528081.5,43.30363376,7.61891519,-1.920213717,45.81922111,-0.46429809,21.190001,0.450001,-0.101818036,40.69768217,-1
-4679080000,-4671547000,-139832248.5,939416306.4,-187292977.4,13.84257384,-29.46105992,-10.06922845,39.32132581,-6.497895297,23.23,2.039999,0.200909145,61.15771299,-1
-32830000,-1983808000,-478281369.7,-174240805.5,1106121956,23.31521976,9.472645921,-10.3489403,39.99763216,0.676306345,22.639999,-0.590001,0.489999964,56.20804059,-1
122580000,-776356000,-627661818.2,630096910.5,-303806670.4,22.91303664,-0.402183114,-4.553177785,39.90061139,-0.097020767,21.76,-0.879999,0.542848424,48.82549926,-1
25010000,869728000,-544416921.2,-2700060048,-916696313.2,29.02746965,6.114433009,-1.948186541,42.19624978,2.295638386,21.459999,-0.300001,0.552666527,46.30871256,-1
14085000,-767721000,-392717157.6,-2267452331,-2225764977,29.02297415,-0.004495505,3.607305051,42.13196679,-0.064282989,20.65,-0.809999,0.453393788,39.5134195,-1
-3981370000,-1594827000,-322459533.3,-1800157349,-2288327326,7.209372466,-21.81360168,-2.610175708,36.42764762,-5.704319169,21.629999,0.979999,0.401393788,47.73488693,-1
-4325685000,-4177229000,-288409339.4,-2720631813,-2144649040,5.410881351,-1.798491115,-5.682240777,31.52099308,-4.906654539,24.52,2.890001,0.424605921,71.97985973,-1
-72735000,-1715782000,-186719436.4,-1813529508,-2200068525,6.092010402,0.681129051,-6.948301129,31.56142563,0.040432553,25.58,1.06,0.318787818,80.87247644,-1
-328530000,-1134935000,-58905648.48,-2118234660,-2154074966,5.518257229,-0.573753172,-4.81267959,28.34911195,-3.212313685,25.58,0,0.388848448,80.87247644,-1
-5356860000,-2385646000,2431806.061,-2257381434,-1983059328,7.016603499,1.49834627,-0.027816206,25.52686466,-2.822247287,28.379999,2.799999,0.582969697,86.62952553,-1
-6597395000,-6055397000,-179442830.3,-3815537738,-3383109258,1.98476904,-5.031834459,-0.592763152,22.43643357,-3.090431091,30.110001,1.730002,0.920303133,91.95328358,-1
2595105000,2622637000,-277205490.9,1528999222,1869306398,97.85201481,2.229758257,9.226434784,64.23246195,0.71105501,10.22,-0.01,0.012121212,16.61341853,0
45735000,1086320000,-68312709.09,1273198238,1424911033,95.50012593,-2.351888889,8.671018467,63.11807936,-1.114382585,10.02,-0.2,-0.048606061,10.22364217,0
-30795000,488854000,52743551.52,1625724913,1486482037,98.49721689,2.997090962,3.249032279,65.23542938,2.117350012,10.24,0.22,-0.065272727,17.25239617,0
445695000,939061000,67641878.79,1394460802,1284155467,99.94349842,4.820439075,0.90444446,67.49979272,3.111547261,16.120001,-1.339998,-0.08309083,0.140126109,0
6359485000,2674111000,-240524066.7,4399914962,2403486896,55.61672667,11.08839747,4.191039225,52.49359015,3.607231354,58.490002,-1.439998,-0.050242182,31.44876836,0
430245000,2763118000,-510239284.8,-584244979.5,1627097199,55.40544431,-0.211282358,4.652921961,50.11195021,-2.381639939,58.91,0.419998,0.0815758,32.3763258,0
124510000,1471475000,-436264127.3,-1620282593,-426713761.4,59.37182481,3.966380501,6.090769302,51.30772658,1.195776371,55.73,-3.18,-0.143211982,25.35335745,0
6178890000,6159504000,955796290.9,2361232452,3420109850,96.55912805,0.236721363,6.016532555,64.35948781,0.365572968,29.629999,-0.410002,0.007575739,19.20903327,0
331785000,2708937000,1261709739,44460715.51,1263581258,86.90352469,-9.655603358,2.027098801,59.81945605,-4.540031762,31.02,1.390001,-0.078000121,31.14065562,0
14560000,1272561000,1250272739,2267269220,1549088317,94.35333849,7.449813802,-0.163580863,62.18743263,2.367976579,30.18,-0.84,-0.2209698,26.31195143,0
37490000,-1039348000,940617024.2,1824810560,1386289823,90.70961365,-3.64372484,-1.343137562,61.32534886,-0.862083766,29.620001,-0.559999,-0.253757661,22.23032637,0
-4880670000,-1850326000,319703181.8,-226575752.7,1297974704,89.9487518,-0.760861857,-0.941466354,60.96054283,-0.364806031,29.77,0.149999,-0.172060673,23.32361346,0
-21740000,-2044760000,-121002527.3,989971078.3,209633676.1,92.58368564,2.634933842,0.69557352,61.80785724,0.847314411,28.27,-1.5,-0.271515188,12.39066965,0
-469735000,-1182875000,-549486206.1,438062625.5,709235310.2,89.95676797,-2.626917663,-0.691906905,60.40037828,-1.407478955,28.459999,0.189999,-0.216121261,13.77550191,0
5658570000,5497207000,133240600,4443969721,2985010300,98.93325753,-0.336993303,1.790513518,75.70364704,0.681574564,24.889999,-0.67,0.277575703,18.80596207,0
-764210000,1793876000,134643672.7,3370946083,3868009164,96.80694892,-2.126308603,1.536436815,73.60511571,-2.098531329,24.9,0.010001,0.210605952,18.90547452,0
-6997750000,-3208752000,-4429066.667,-59501769.4,1459428473,92.125769,-4.681179924,-0.376450572,69.60542409,-3.999691619,25.67,0.77,0.165636255,26.56716682,0
36855000,-2825861000,-163870406.1,-790083227.3,41487824.52,94.94214396,2.816374964,-1.546370226,73.31555627,3.710132183,24.76,-0.91,0.021212012,17.51243955,0
710505000,-917002000,-268031400,1502833087,192444384.2,92.66880245,-2.273341511,-1.439371511,70.96256195,-2.352994323,24.99,0.23,-0.0515758,19.800997,0
-5589620000,-1846253000,-300219957.6,-1129772092,-142091105.9,84.09333797,-8.575464488,-2.488418846,62.77775934,-8.184802608,25.99,1,-0.029757606,29.75124674,0
-137495000,-2281637000,-420769666.7,-1268849734,-621336555.2,91.80118202,7.707844054,-1.149797996,66.5160693,3.738309961,25.450001,-0.539999,-0.009272624,24.37812183,0
-208450000,1931433000,563591830.3,787682850.2,2073191588,93.84384159,-5.233708561,3.936142359,66.06452673,-0.286376878,25.139999,0.129999,-0.02769703,21.29352451,0
-266855000,975307000,440697642.4,-3680923457,-1059394569,94.21124479,0.367403199,1.839086945,66.73539963,0.670872896,24.92,-0.219999,-0.038666703,19.10447951,0
5424400000,1940779000,349026460.6,-1476877875,-2298861211,94.28248804,0.071243249,-0.20021559,66.7703333,0.034933671,24.950001,0.030001,-0.071030194,19.40299696,0
62710000,2572665000,537719569.7,2170765011,2834652545,91.47212891,-8.527871088,-0.651121234,70.74425242,-2.140886234,23.65,-0.040001,-0.326181782,16.50211566,0
-530070000,1053206000,138795066.7,-912704750.1,1245236152,93.90315563,2.431026719,-1.682150008,71.51847799,0.774225573,23.92,0.27,-0.179878776,20.31029619,0
496345000,-1141829000,-262656272.7,1389578132,160805933.4,90.47306221,-3.43009342,-1.885275564,68.972217,-2.546260986,24.059999,0.139999,-0.110060673,22.28489422,0
5388100000,2477358000,771816472.7,4959009797,4089592509,100,1.136386532,1.988299537,68.52320475,1.239373748,21.719999,-1.140002,-0.667393976,2.846522277,0
237520000,2301416000,323995315.2,2528443821,3418516171,91.50970692,-8.490293076,-0.203007408,63.45943056,-5.063774188,21.43,-0.289999,-0.541394,5.238649593,0
-234635000,1611381000,-438469545.5,3302451306,3100427271,95.85033609,-0.554616379,4.44741971,63.20674868,-0.258302469,21.629999,-0.780001,-0.273939509,13.03235945,0
-4235685000,-1823524000,-391002321.2,898643488,1927751352,79.95526858,-15.89506751,-1.171711794,56.15298161,-7.053767068,22.629999,1,-0.170666848,21.55024702,0
-3964630000,-4084583000,-439845309.1,-275417091.4,607383967.7,76.20017826,-3.75509032,-5.468321829,54.60268653,-1.550295078,22.190001,-0.439998,-0.140121273,17.80239353,0
38345000,-1605525000,-416021442.4,880641578.4,239853399,92.05253185,15.85235359,-2.835499907,59.66533785,5.06265132,21.16,-1.030001,-0.210848545,9.028960818,0
63550000,-704447000,-390771206.1,1710999676,1326009414,91.42316718,-0.629364676,0.324292543,59.38220031,-0.283137535,20.469999,-0.690001,-0.315757691,3.151609881,0
-332235000,578953000,-300152563.6,2396996477,2009373160,96.7357176,5.312550429,4.878388696,61.06191425,1.679713933,20.48,0.010001,-0.378060642,3.647166781,0
336720000,-604579000,-290091230.3,919712246,1486651175,74.70664572,-22.02907189,0.169612067,52.13769854,-8.924215709,24.74,4.26,-0.096969709,39.77947924,0
766305000,1134397000,-280131745.5,1038360623,1310332882,78.57911314,3.872467423,-4.366335887,53.71348881,1.575790275,24.51,-0.23,0.106848564,37.82867364,0
4072415000,2124128000,-66497024.24,2416390355,1522017177,94.27119005,15.69207691,-1.246055871,58.42420906,4.710720252,21.92,-2.59,0.124121261,15.8609062,0
4095325000,4050782000,241971090.9,581583911.2,1383061827,92.64504686,-1.62614319,1.138320285,58.55468281,0.130473749,21.120001,-0.799999,0.077515279,9.075503895,0
-434345000,1408320000,518563836.4,-2556584565,-1001911224,80.25030687,-12.39473999,2.515325602,54.07270707,-4.481975747,22.459999,1.339998,0.067636382,20.44105001,0
485555000,992732000,602703654.5,-2570617428,-2236776538,85.34816156,5.097854689,-0.048278635,56.40908543,2.336378361,21.25,-1.209999,0.0483636,10.17812467,0
838890000,-361561000,419593339.4,-1519361295,-2265284921,82.30640111,-3.041760446,-3.122646318,55.05043053,-1.358654897,22.1,0.85,0.062848515,17.38762363,0
-4425695000,-1331411000,115442927.3,-2325939859,-1888138488,69.70466407,-12.60173705,-4.382467135,49.70869314,-5.341737395,23.690001,1.590001,0.096484945,30.87363606,0
-316310000,-1895597000,-100389545.5,377025415.2,-658014927.5,74.17264178,4.467977716,-2.779882767,51.50541291,1.796719778,22.66,-1.030001,-0.002727242,22.13741118,0
4055950000,1420702000,-204959606.1,1591926816,519227433.6,81.30358886,7.130947075,-1.622290474,54.31097702,2.805564105,22.32,-0.34,-0.146363618,19.2536116,0
3893790000,3970546000,-161188557.6,725518257.4,1415840223,85.82733036,4.523741504,1.864078329,56.04813567,1.737158649,21.59,-0.73,-0.068121206,13.06192425,0
4169790000,4079930000,-33991890.91,2635939931,1701294431,94.40666295,8.579332591,6.105868635,59.21526409,3.16712842,21.15,-0.44,0.008969691,9.329948318,0
-248305000,1443193000,61611387.88,810367738.4,1328989111,87.52094596,-6.885716992,3.979968245,55.74340407,-3.471860014,21.49,0.34,-0.027333352,12.2137479,0
-107640000,795453000,169707812.1,-2737248616,-741480131.1,88.91370362,1.39275766,1.691384513,56.30149655,0.558092479,20.540001,-0.949999,-0.163575667,4.156081072,0
-1392625000,-1866123000,136935866.7,-5362872192,-4179821433,74.31749415,-14.59620947,-2.851263175,49.28681256,-7.01468399,22.51,1.969999,-0.095999988,20.86514666,0
4322685000,4613774000,401397987.9,2604898265,3325254260,95.81816667,-3.516732224,-0.498988017,67.99984876,0.818080694,17.549999,-0.58,-0.286848588,7.607476032,0
-230190000,1604341000,450023000,-8623738.47,1315211877,79.51512273,-16.30304394,-3.644645695,59.41825107,-8.581597689,18.25,0.700001,-0.324787945,15.32523873,0
-272900000,641378000,350967600,724886617.6,675760062.1,93.84858182,14.33345909,-2.949992731,63.74974995,4.331498876,17.85,-0.4,-0.358848515,10.91509492,0
4042780000,1427856000,206400787.9,2142432978,1184434776,97.07503868,3.22645686,-0.648930527,64.93418536,1.184435411,17.629999,-0.220001,-0.382060721,8.489504795,0
-421765000,1389569000,-45359503.03,-228804507.5,827160872.8,78.43108518,-18.6439535,-1.721424702,56.10667778,-8.827507578,17.91,0.280001,-0.247090988,11.57661649,0
-863630000,-3201330000,-895589715.2,-3100437873,-4212932651,19.54736415,7.52514156,-22.96207773,39.22423084,2.441087811,25.41,-1.899999,0.964121242,76.68161226,0
-125260000,-1489612000,-761061672.7,-1959253630,-2882341406,9.72743994,-9.819924208,-17.28702948,37.7814257,-1.442805135,24.549999,-0.860001,1.043636309,68.96859811,0
293605000,1047389000,-529492515.2,432071323,-286081427.8,21.36920443,11.64176449,-5.771259966,40.50621928,2.724793576,23.139999,-1.41,1.008060533,56.32285707,0
-203860000,2388665000,-79772769.7,2353486739,3668290017,93.76067123,-0.961769171,0.279893067,66.34142282,-0.980691499,16.32,0.59,0.068303073,14.63087248,0
155735000,1115987000,-198705769.7,3017895308,3030455289,95.48813967,1.727468447,3.163303403,67.47389858,1.132475757,16.469999,0.149999,0.08193937,23.39620313,0
36180000,1638061000,-331385406.1,1469989081,1806682532,91.04885441,-4.488051601,4.404077869,59.80034845,-2.274287977,22.629999,0.619999,-0.242545406,5.618679846,0
-6985000,831881000,-254549890.9,1069123429,1643561725,96.68385159,5.634997179,5.841082356,61.69782015,1.897471699,22.209999,-0.42,-0.184545479,2.967165029,0
186145000,-704074000,-198172515.2,2855471880,1807013595,95.49541166,-1.188439924,4.138976737,61.0433951,-0.654425045,22.1,-0.109999,-0.158303073,2.272726986,0
-3771725000,-1414236000,-199993939.4,3070289598,2961011725,92.02961732,-3.465794346,-0.256802013,59.0754746,-1.967920502,21.74,-0.36,-0.198363709,0.126109686,0
-38070000,-1429760000,49885424.24,452390371.2,-819531012.6,37.53906585,2.92399265,-5.10606231,36.26425333,1.837405074,26.700001,-0.759998,0.123636382,32.9223161,0
356740000,-680836000,-36123569.7,-133019683.4,-319107374.8,27.61449018,-9.924575664,-5.766711175,33.8686739,-2.395579436,27.370001,0.67,0.195636424,57.12928843,0
227875000,1080111000,-154386339.4,541679705.7,809133674.2,41.69896669,14.0844765,-1.901379455,42.6127089,8.744034997,24.450001,-2.92,0.122484939,31.56282243,0
138050000,-1475276000,-531474897,644408017.6,-564161552.5,99.78939575,21.60958743,-1.006167385,65.98798,7.689710603,21.709999,-2.160002,0.146060709,10.65674102,0
268045000,-581133000,-423055242.4,285433278,-244841725.9,92.95953234,-6.829863403,1.503145299,62.59371957,-3.394260437,22.540001,0.830002,0.116303158,20.941772,0
218990000,1009793000,-262950345.5,-225520891.2,724520624.1,97.91473438,4.955202038,3.689247873,64.27765922,1.68393965,22.6,0.059999,0.097030376,21.68525403,0
17780000,-663106000,-133278090.9,1631768809,245383915.1,95.22210548,-2.692628904,3.220993296,62.6493671,-1.628292114,23.25,0.65,0.136606133,29.73977695,0
5087480000,2134156000,390806533.3,2718046562,2043167724,99.4376551,5.09846582,0.178441509,70.90882758,2.845647196,19.09,0.059999,-0.330909024,10.79854809,0
-575035000,1817457000,335520290.9,923821701.3,1428056322,86.53912467,-12.89853044,-1.149709296,58.51305562,-12.39577196,20.629999,1.539999,-0.185030255,24.77313067,0
-286120000,603331000,319429842.4,64696268.37,980646737,94.95304048,8.413915818,-0.328250722,63.05062225,4.53756663,19.790001,-0.839998,-0.089272576,18.51127145,0
4826675000,1718757000,162262739.4,1023393818,239439589.5,93.87561765,-1.077422833,-0.541175789,63.77734783,0.726725577,19.27,-0.520001,0.003394061,13.41821612,0
3901680000,4311919000,55317818.18,1031943768,1237259487,95.72528044,1.84966279,-0.008825634,64.78379757,1.006449741,18.780001,-0.489999,0.040424376,8.86204431,0
4296020000,1433176000,-717978133.3,768449734.5,-432528797.5,68.08105509,18.91445731,-3.310065851,54.27170262,9.219247275,18.75,-3.01,0.323393945,13.75186846,0
4181325000,4148955000,-213402587.9,3077331748,1778107713,71.27403928,3.192984188,1.361119087,55.61859857,1.346895954,18.040001,-0.709999,0.14121217,4.142026627,0
-7055000,1769484000,240886721.2,3316063069,3134465367,69.28893816,-1.985101118,5.415550439,54.54297967,-1.075618903,18.370001,0.33,-0.018302885,9.023683432,0
-3911285000,-1613104000,382778624.2,507658781.2,1669379405,51.31814412,-17.97079404,0.551097574,45.89066926,-8.652310413,20.629999,2.259998,-0.002848418,42.45560651,0
